research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater01,utility_rater01
CES201610,12262,755,towel,afscherming,afscherming,shielding,2,4
CES201610,9329,587,towel,afval,afval,waste,2,4
CES201610,8420,512,towel,afvegen,afvegen,wipe off,1,5
CES201610,8793,545,towel,om de afwas mee te doen,afwas,washing up,1,5
CES201610,11080,686,towel,afwas afdrogen,afwas afdrogen,dry dishes,1,5
CES201610,8219,494,towel,afwassen,afwassen,wash up,1,5
CES201610,10407,638,towel,Afwassen,afwassen,wash up,1,5
CES201610,10394,635,towel,alledagslijk,alle dagelijks,all daily,0,0
CES201610,8996,563,towel,iemand anders afdrogen,anders afdrogen,other dry,1,5
CES201610,8931,554,towel,ausruhen,ausruhen,ausruhen,0,0
CES201610,11500,710,towel,auto afdrogen,auto afdrogen,dry car,1,5
CES201610,11497,710,towel,auto wassen,auto wassen,washing car,2,4
CES201610,10512,641,towel,een babay in dragen,baby dragen,carrying baby,3,3
CES201610,8489,518,towel,baby in winkelen,baby winkelen,baby shopping,3,3
CES201610,9310,587,towel,bad,bad,bath,0,0
CES201610,10393,635,towel,bad ,bad,bath,0,0
CES201610,11006,680,towel,bad,bad,bath,0,0
CES201610,11715,722,towel,bad,bad,bath,0,0
CES201610,8904,554,towel,baden,baden,bathe,0,0
CES201610,8423,512,towel,badkamer,badkamer,bathroom,0,0
CES201610,10391,635,towel,badkamer,badkamer,bathroom,0,0
CES201610,11713,722,towel,badkmer,badkamer,bathroom,0,0
CES201610,11714,722,towel,badkamer,badkamer,bathroom,0,0
CES201610,8347,506,towel,badmat van maken,badmat,bath mat,2,4
CES201610,9107,569,towel,Badmat,badmat,bath mat,2,4
CES201610,9265,584,towel,als badmat ,badmat,bath mat,2,4
CES201610,9943,611,towel,badmat,badmat,bath mat,2,4
CES201610,10278,620,towel,badmat,badmat,bath mat,2,4
CES201610,12070,737,towel,badmat,badmat,bath mat,2,4
CES201610,12227,752,towel,badmode,badmode,swimwear,2,4
CES201610,11000,680,towel,badmuts,badmuts,swimming cap,2,4
CES201610,10265,626,towel,als bandana,bandana,bandanna,3,4
CES201610,10631,656,towel,bandana,bandana,bandanna,2,4
CES201610,11127,689,towel,bandana,bandana,bandanna,2,4
CES201610,12395,746,towel,bandana,bandana,bandanna,2,4
CES201610,8921,554,towel,beachvolleyball,beachvolleyball,beach volleyball,4,2
CES201610,8690,536,towel,bed voor huisdieren,bed huisdieren,bed pets,3,3
CES201610,9942,611,towel,beddengoeddrager,beddengoed drager,bedding carrier,3,3
CES201610,9433,593,towel,Iets bedekken,bedekken,cover,2,4
CES201610,11716,722,towel,bedekken,bedekken,cover,2,4
CES201610,12305,761,towel,bedekken,bedekken,cover,2,4
CES201610,12413,767,towel,iets bedekken,bedekken,cover,2,4
CES201610,9863,608,towel,beeldscherm bedekken,beeldscherm bedekken,cover screen,3,4
CES201610,8515,521,towel,om je been wikkelen als broek,been wikkelen broek,leg wrapping pants,3,3
CES201610,9178,578,towel,bekleding,bekleding,upholstery,3,4
CES201610,12083,737,towel,beschermdoek,beschermdoek,protective cloth,2,4
CES201610,8615.2,530,towel, bescherming,bescherming,protection,2,4
CES201610,9511,596,towel,bescherming,bescherming,protection,2,4
CES201610,11582,719,towel,bescherming van spullen,bescherming spullen,protection stuff,2,4
CES201610,12703,785,towel,als beschemring tegen de zon,bescherming tegen zon,protection from sun,2,4
CES201610,11184,695,towel,als bescherming tegen de zon/doek op je hoofd,bescherming tegen zon doek hoofd,protection from sun cloth head,2,4
CES201610,8997,563,towel,bij bevallingen gebruiken,bevallingen,deliveries,3,4
CES201610,9662,602,towel,als bijzettafelkleedje gebruiken,bijzettafelkleedje,side tablecloth,2,4
CES201610,12391,746,towel,blanket,blanket,blanket,2,4
CES201610,10998,680,towel,blauw,blauw,blue,0,0
CES201610,8451,503,towel,ALS BLINDDOEK GEBRUIKEN,blinddoek,blindfold,3,4
CES201610,9059,566,towel,blinddoek,blinddoek,blindfold,3,4
CES201610,10262,626,towel,blinddoek,blinddoek,blindfold,3,4
CES201610,9005,563,towel,bloeding stoppen,bloeding stoppen,stop bleeding,2,4
CES201610,12307,761,towel,boenen,boenen,scrub,1,3
CES201610,10267,626,towel,als een boeren zakdoek om je nek,boeren zakdoek nek,farmer's handkerchief neck,3,4
CES201610,10213,623,towel,Een boerka mee maken,boerka,burqa,4,3
CES201610,10970,677,towel,boerka,boerka,burqa,4,3
CES201610,8223,494,towel,boodschappentas maken,boodschappentas,shopping bag,3,3
CES201610,8790,545,towel,gebruiken als brandstof voor de openhaard,brandstof open haard,fuel fireplace,3,5
CES201610,7914,476,towel,als brandstof gebruiken voor een vuurkorf,brandstof vuurkorf,fuel fire pit,3,5
CES201610,8465,515,towel,iets breekbaars beschermen,breekbaars beschermen,protect fragile items,2,4
CES201610,8923,554,towel,buch,buch,book,0,0
CES201610,12243,758,towel,buidel voor baby,buidel baby,pouch baby,4,3
CES201610,9174,578,towel,cadeau inpakken,cadeau inpakken,wrap gift,4,3
CES201610,12141,743,towel,om cameras mee af te dekken,camera s af dekken,cover cameras,3,4
CES201610,12154,740,towel,als canvas gebruiken,canvas,canvas,3,3
CES201610,8270,497,towel,als cape,cape,cape,3,4
CES201610,8609,527,towel,cape van maken,cape,cape,3,4
CES201610,10275,620,towel,cape,cape,cape,3,4
CES201610,12521,776,towel,cape,cape,cape,3,4
CES201610,12400,764,towel,cape voor verkleedfeestje,cape verkleedfeestje,cape costume party,3,4
CES201610,7994,479,towel,capuchon,capuchon,hoodie,3,4
CES201610,9861,608,towel,gebruiken als capuchon,capuchon,hoodie,3,4
CES201610,12393,746,towel,carpet ,carpet,carpet,2,4
CES201610,8929,554,towel,chillen,chillen,hang out,3,0
CES201610,9176,578,towel,in chillen,chillen,hang out,1,0
CES201610,12408,764,towel,als coolpack gebruiken met koud water,cool pack koud water,cool pack cold water,3,4
CES201610,10697,659,towel,als dak gebruiken van een hut,dak hut,roof hut,3,4
CES201610,10055,614,towel,decoratie,decoratie,decoration,3,3
CES201610,10556,647,towel,decoratie ,decoratie,decoration,3,3
CES201610,11056,683,towel,dekbed,dekbed,duvet,2,4
CES201610,12078,737,towel,dekbed,dekbed,duvet,2,4
CES201610,7995,479,towel,deken,deken,blanket,2,4
CES201610,8153,491,towel,deken ,deken,blanket,2,4
CES201610,8336,509,towel,als deken gebruiken,deken,blanket,2,4
CES201610,8492,518,towel,gebruiken als deken,deken,blanket,2,4
CES201610,8521,521,towel,als deken,deken,blanket,2,4
CES201610,8652,524,towel,deken,deken,blanket,2,4
CES201610,8684,536,towel,deken,deken,blanket,2,4
CES201610,8957,557,towel,deken,deken,blanket,2,4
CES201610,9241,581,towel,deken,deken,blanket,2,4
CES201610,9266,584,towel,deken,deken,blanket,2,4
CES201610,9507,596,towel,deken,deken,blanket,2,4
CES201610,10097,617,towel,deken van maken ,deken,blanket,2,4
CES201610,10386,629,towel,deken,deken,blanket,2,4
CES201610,10793,665,towel,als deken gebruiken,deken,blanket,2,4
CES201610,10943,674,towel,deken,deken,blanket,2,4
CES201610,11123,689,towel,deken,deken,blanket,2,4
CES201610,11180,695,towel,als deken,deken,blanket,2,4
CES201610,11541,713,towel,deken,deken,blanket,2,4
CES201610,11630,716,towel,deken ,deken,blanket,2,4
CES201610,11578,719,towel,deken,deken,blanket,2,4
CES201610,11707,722,towel,deken,deken,blanket,2,4
CES201610,11782,725,towel,deken,deken,blanket,2,4
CES201610,11938,728,towel,deken,deken,blanket,2,4
CES201610,11990,731,towel,als deken gebruiken,deken,blanket,2,4
CES201610,12138,743,towel,als deken,deken,blanket,2,4
CES201610,12259,755,towel,als deken,deken,blanket,2,4
CES201610,12239,758,towel,deken,deken,blanket,2,4
CES201610,12310,761,towel,deken,deken,blanket,2,4
CES201610,12416,767,towel,als deken,deken,blanket,2,4
CES201610,12464,773,towel,deken,deken,blanket,2,4
CES201610,12519,776,towel,deken,deken,blanket,2,4
CES201610,12575,779,towel,deken,deken,blanket,2,4
CES201610,10699,659,towel,deken voor een pop,deken pop,blanket doll,3,5
CES201610,7351,467,towel,gebruiken als deken voor op strand,deken strand,blanket beach,2,4
CES201610,8267,497,towel,als dekentje,dekentje,blanket,2,4
CES201610,8348,506,towel,dekentje,dekentje,blanket,2,4
CES201610,9950,611,towel,dekentje,dekentje,blanket,2,4
CES201610,12401,764,towel,dekentje,dekentje,blanket,2,4
CES201610,10951,674,towel,depmateriaal,dep materiaal,dab material,1,5
CES201610,8742,542,towel,afdeppen,deppen,dab,1,5
CES201610,10414,638,towel,Opdeppen,deppen,dab,1,5
CES201610,9314,587,towel,design,design,design,0,0
CES201610,8123,488,towel,deurmat,deurmat,doormat,2,4
CES201610,8687,536,towel,deurmat,deurmat,doormat,2,4
CES201610,10634,656,towel,deurmat,deurmat,doormat,2,4
CES201610,10972,677,towel,deurmat,deurmat,doormat,2,4
CES201610,11066,683,towel,deurmat,deurmat,doormat,2,4
CES201610,12029,734,towel,deurmat,deurmat,doormat,2,4
CES201610,12071,737,towel,deurmat,deurmat,doormat,2,4
CES201610,12139,743,towel,als deurmat,deurmat,doormat,2,4
CES201610,12249,758,towel,deurmat,deurmat,doormat,2,4
CES201610,8125,488,towel,deurstoppper,deurstopper,door stopper,3,5
CES201610,9106,569,towel,Deurstopper,deurstopper,door stopper,3,5
CES201610,11185,695,towel,als deurstopper,deurstopper,door stopper,3,5
CES201610,12418.1,767,towel,om iets dicht te maken,dicht,closed,3,4
CES201610,8227,494,towel,dienblad maken door te drogen,dienblad drogen,tray dry,1,4
CES201610,8456,503,towel,DIER MEE VASTPAKKEN,dier vastpakken,grab animal,3,3
CES201610,12410,764,towel,om een dikke buik mee na te maken,dikke buik,fat belly,4,4
CES201610,8344,509,towel,dingen mee afdekken,dingen afdekken,covering things,2,4
CES201610,10510,641,towel,dingen in inpakken,dingen inpakken,packing things,2,4
CES201610,8284,500,towel,dingen onder verstoppen,dingen onder verstoppen,hide things under,3,4
CES201610,8614,527,towel,dingen op de plaats knopen,dingen plaats knopen,things place knots,3,4
CES201610,10893,668,towel,dingen mee vastknopen,dingen vastknopen,tie things up,3,4
CES201610,10897,668,towel,om dingen te verbergen,dingen verbergen,hide things,3,4
CES201610,12802,791,towel,dingen verbergen,dingen verbergen,hide things,3,4
CES201610,11291,707,towel,dingen mee verduisteren,dingen verduisteren,darken things,3,4
CES201610,8612,527,towel,dingen mee vervoeren,dingen vervoeren,transport things,3,4
CES201610,9180,578,towel,dingen in wikkelen,dingen wikkelen,wrapping things,2,4
CES201610,9335,587,towel,doek,doek,cloth,1,4
CES201610,12704,785,towel,als doek om het bed te beschermen tijdens seks,doek bed beschermen tijdens seks,cloth protect bed during sex,2,4
CES201610,9111,569,towel,Doek voor je haar,doek haar,cloth hair,1,4
CES201610,8981,560,towel,doek tegen blootheid,doek tegen blootheid,cloth against nudity,2,4
CES201610,10384,629,towel,doek tegen tocht,doek tegen tocht,cloth against drafts,3,4
CES201610,9341,587,towel,douche,douche,shower,0,0
CES201610,10608,653,towel,douche,douche,shower,0,0
CES201610,11007,680,towel,douche,douche,shower,0,0
CES201610,11705,722,towel,douche,douche,shower,0,0
CES201610,12645,782,towel,douche,douche,shower,0,0
CES201610,11580,719,towel,douchegordijn,douchegordijn,shower curtain,3,3
CES201610,12248,758,towel,douchegordijn,douchegordijn,shower curtain,3,3
CES201610,8976,560,towel,douchematje,douchematje,shower mat,2,4
CES201610,8408,512,towel,douchen,douchen,shower,0,0
CES201610,10387,635,towel,douchen,douchen,shower,0,0
CES201610,10609,653,towel,douchen,douchen,shower,0,0
CES201610,10756,662,towel,douchen,douchen,shower,0,0
CES201610,12250,758,towel,draagtas,draagtas,carrier bag,3,3
CES201610,11586,719,towel,als draagzak,draagzak,baby carrier,3,3
CES201610,8787,545,towel,dragen als cape,dragen cape,wear cape,2,4
CES201610,8407,512,towel,drogen,drogen,dry,1,5
CES201610,8739,542,towel,drogen,drogen,dry,1,5
CES201610,9125,572,towel,je ermee drogen,drogen,dry,1,5
CES201610,9144,575,towel,drogen,drogen,dry,1,5
CES201610,9326,587,towel,drogen,drogen,dry,1,5
CES201610,9531,599,towel,drogen,drogen,dry,1,5
CES201610,9854,608,towel,drogen ,drogen,dry,1,5
CES201610,11005,680,towel,drogen,drogen,dry,1,5
CES201610,11781,725,towel,drogen,drogen,dry,1,5
CES201610,12251,755,towel,drogen,drogen,dry,1,5
CES201610,9327,587,towel,droger,droger,Dryer,1,5
CES201610,12662,782,towel,droger,droger,Dryer,1,5
CES201610,7343,467,towel,droog maken,droog,dry,1,5
CES201610,9336,587,towel,droog,droog,dry,1,5
CES201610,10389,635,towel,droog,droog,dry,1,5
CES201610,11710,722,towel,droog,droog,dry,1,5
CES201610,12314,761,towel,droog maken,droog,dry,1,5
CES201610,12643,782,towel,droog,droog,dry,1,5
CES201610,9506,596,towel,droogdoek,droogdoek,drying cloth,1,5
CES201610,8513,521,towel,droogmaken,droogmaken,dry,1,5
CES201610,11702,722,towel,droogmaken,droogmaken,dry,1,5
CES201610,8286,500,towel,een dun deken,dun deken,thin blanket,2,4
CES201610,8350,506,towel,als dweil,dweil,mop,2,4
CES201610,9108,569,towel,Dweil,dweil,mop,2,4
CES201610,12246,758,towel,dweil,dweil,mop,2,4
CES201610,11084,686,towel,dweilen,dweilen,mop,2,4
CES201610,12702,785,towel,dweilen,dweilen,mop,2,4
CES201610,12255,755,towel,eetlaken,eet laken,eating cloth,2,4
CES201610,12700,785,towel,een eidooier met het eiwit mengen,eidooier eiwit mengen,mix egg yolk egg white,4,4
CES201610,8908,554,towel,eiskanal,eiskanal,eiskanal,0,0
CES201610,9533,599,towel,aan elkaar knopen en eraan klimmen,elkaar knopen eraan klimmen,climbing together knots,3,3
CES201610,11935,728,towel,aan elkaar knopen om te ontsnappen uit een kamer,elkaar knopen ontsnappen kamer,knot together escape room,4,3
CES201610,11987,731,towel,aan elkaar knopen en als touw gebruiken,elkaar knopen touw,knot together rope,3,3
CES201610,12346,749,towel,erop gaan liggen,erop gaan liggen,lie down on it,2,5
CES201610,7707,470,towel,Erop liggen op het strand,erop liggen strand,lie on beach,2,5
CES201610,10217.1,623,towel,Je zou er eventueel mee kunnen verven,eventueel verven,possibly paint,3,3
CES201610,9952,611,towel,fietszadel,fietszadel,bicycle saddle,5,2
CES201610,8907,554,towel,fluss,fluss,fluss,0,0
CES201610,8917,554,towel,foen,foen,foen,0,0
CES201610,8913,554,towel,foenen,foenen,fencing,0,0
CES201610,9855,608,towel,een fort van maken,fort,fort,4,2
CES201610,7347,467,towel,fort mee bouwen,fort bouwen,build fort,4,2
CES201610,7918,476,towel,fort bouwen met handoeken,fort bouwen handdoeken,fort building towels,4,2
CES201610,9311,587,towel,gast,gast,guest,0,0
CES201610,9312,587,towel,gastendoek,gastendoek,guest towel,1,4
CES201610,10218,623,towel,Een gat in een boot dicht mee doen,gat boot dicht,hole boat closed,3,3
CES201610,7829,473,towel,kan gebruikt worden om een vuur aan te wakkeren,gebruikt vuur wakkeren,used fan fire,3,4
CES201610,12226,752,towel,gecreeerde  verstopplaats,gecreëerde verstop plaats,create hiding place,3,4
CES201610,8743,542,towel,geluidsisolatie,geluidsisolatie,sound insulation,3,3
CES201610,10392,635,towel,gezellig,gezellig,pleasant,0,0
CES201610,10415,638,towel,Gooien,gooien,throw,2,5
CES201610,8152,491,towel,gordijn,gordijn,curtain,3,3
CES201610,8351,506,towel,als gordijn gebruiken,gordijn,curtain,3,3
CES201610,8334,509,towel,als gordijn gebruiken,gordijn,curtain,3,3
CES201610,8691,536,towel,gordijn,gordijn,curtain,3,3
CES201610,8886,548,towel,gordijn,gordijn,curtain,3,3
CES201610,9057,566,towel,gordijn,gordijn,curtain,3,3
CES201610,9177,578,towel,gordijn,gordijn,curtain,3,3
CES201610,9264,584,towel,als gordijn,gordijn,curtain,3,3
CES201610,9709,605,towel,gordijn,gordijn,curtain,3,3
CES201610,9947,611,towel,gordijn,gordijn,curtain,3,3
CES201610,10056,614,towel,gordijn,gordijn,curtain,3,3
CES201610,10410,638,towel,Gordijn,gordijn,curtain,3,3
CES201610,10628,656,towel,gordijn,gordijn,curtain,3,3
CES201610,10944,674,towel,gordijn,gordijn,curtain,3,3
CES201610,11131,689,towel,gordijn,gordijn,curtain,3,3
CES201610,11631,716,towel,gordijn,gordijn,curtain,3,3
CES201610,12254,755,towel,als gordijn,gordijn,curtain,3,3
CES201610,12240,758,towel,gordijn,gordijn,curtain,3,3
CES201610,12403,764,towel,gordijn,gordijn,curtain,3,3
CES201610,12412,767,towel,gordijn,gordijn,curtain,3,3
CES201610,12465,773,towel,gordijn,gordijn,curtain,3,3
CES201610,12142,743,towel,als gordijnenen gebruiken,gordijnen,curtains,3,3
CES201610,8428,512,towel,grond,grond,ground,0,3
CES201610,8335,509,towel,de grond mee schoonmaken,grond schoonmaken,cleaning ground,2,4
CES201610,8415,512,towel,groot,groot,big,0,0
CES201610,9308,587,towel,groot,groot,big,0,0
CES201610,12653,782,towel,groot,groot,big,0,0
CES201610,12649,782,towel,gym,gym,gym,0,0
CES201610,8410,512,towel,haar,haar,hair,2,0
CES201610,11004,680,towel,haar,haar,hair,2,0
CES201610,11232,701,towel,om je haar doen,haar,hair,3,4
CES201610,12242,758,towel,haaraccesoire,haar accessoire,hair accessory,2,3
CES201610,11081,686,towel,haar afdrogen,haar afdrogen,dry hair off,1,5
CES201610,10404,638,towel,Haar droog doek,haar droog doek,hair dry cloth,1,5
CES201610,11504,710,towel,gebruiken om je haar droog mee te krijgen,haar droog krijgen,get hair dry,1,5
CES201610,12576,779,towel,haarnet,haar net,hair net,3,4
CES201610,11161,692,towel,haar omhoog houden,haar omhoog houden,hold hair up,2,4
CES201610,10694,659,towel,je haar opbinden,haar opbinden,tie hair up,2,4
CES201610,8649,524,towel,haarband,haarband,hair band,2,3
CES201610,10508,641,towel,als haarband gebruiken,haarband,hair band,2,3
CES201610,12228,752,towel,haarband,haarband,hair band,2,3
CES201610,9941,611,towel,haardracht,haardracht,hairstyle,2,4
CES201610,8281,500,towel,haarspeldje,haarspeldje,hairclip,2,4
CES201610,8925,554,towel,haendewaschen,haendewaschen,handwashing,2,4
CES201610,12390,746,towel,hairband ,hairband,hairband,2,3
CES201610,10824.1,650,towel,gebruiken als iemand zijn hand gekneusd is,hand gekneusd,hand bruised,2,4
CES201610,11579,719,towel,handdoek,handdoek,towel,0,0
CES201610,12016,734,towel,handdoek,handdoek,towel,0,0
CES201610,12342,749,towel,handoeken kunst,handdoeken kunst,towel art,3,3
CES201610,12659,782,towel,handen,handen,hands,0,0
CES201610,8218,494,towel,handen afdrogen ,handen afdrogen,dry hands,1,5
CES201610,10378,632,towel,handen afdrogen,handen afdrogen,dry hands,1,5
CES201610,8493,518,towel,handen aan afvegen,handen afvegen,wiping hands,2,5
CES201610,9497,596,towel,handen drogen,handen drogen,dry hands,1,5
CES201610,10281,620,towel,handen wassen,handen wassen,wash hands,2,5
CES201610,11008,680,towel,handig,handig,useful,0,0
CES201610,9657,602,towel,Handschoenen maken,handschoenen,gloves,2,2
CES201610,9056,566,towel,hangmat,hangmat,hammock,4,2
CES201610,10762,662,towel,hangmat,hangmat,hammock,3,2
CES201610,10948,674,towel,hangmat,hangmat,hammock,4,2
CES201610,11128,689,towel,hangmat,hangmat,hammock,4,2
CES201610,12345,749,towel,hangmat,hangmat,hammock,4,2
CES201610,8978,560,towel,haren inwikkelen om te drogen,haren inwikkelen drogen,wrapping hair to dry,2,4
CES201610,9009,563,towel,haren in wikkelen,haren wikkelen,winding hair,2,4
CES201610,11231,701,towel,om je heen doen ,heen,around,2,4
CES201610,12801,791,towel,om je heen slaan,heen slaan,beat around,2,4
CES201610,8419,512,towel,hergebruik,hergebruik,reuse,2,3
CES201610,8129,488,towel,hoed,hoed,hat,2,3
CES201610,8514,521,towel,als hoed,hoed,hat,3,3
CES201610,11499,710,towel,hond afdrogen,hond afdrogen,dry dog,1,5
CES201610,11496,710,towel,hond wassen,hond wassen,wash dog,2,4
CES201610,12140,743,towel,als hondenbedje,hondenbedje,dog bed,3,4
CES201610,12081,737,towel,hondenmand,hondenmand,dog basket,3,4
CES201610,11717,722,towel,hoofd,hoofd,head,0,0
CES201610,11164,692,towel,om je hoofd binden zodat je iets op je hoofd kan dragen,hoofd binden zodat hoofd dragen,tie head so that head wear,2,4
CES201610,10911,671,towel,over je hoofd hangen als je je gezicht wilt stomen,hoofd hangen gezicht wilt stomen,hang your head and want to steam your face,2,4
CES201610,8346,506,towel,op je hoofd als hoofddoek,hoofd hoofddoek,head scarf,2,4
CES201610,9261,584,towel,om je hoofd wikkelen voor haar te drogen,hoofd wikkelen haar drogen,head wrapping hair drying,1,4
CES201610,8217,494,towel,op je hoofd zetten als hoofddoek,hoofd zetten hoofddoek,putting on headscarf,2,4
CES201610,8466,515,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,8884,548,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,9061,566,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,9237,581,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,10269,620,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,10383,629,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,10950,674,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,11126,689,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,11940,728,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,12022,734,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,12136,743,towel,als hoofddoek,hoofddoek,headscarf,2,4
CES201610,12772,788,towel,hoofddoek,hoofddoek,headscarf,2,4
CES201610,9862,608,towel,hoofddoek van knopen,hoofddoek knopen,headscarf buttons,2,4
CES201610,8520,521,towel,als hoofdkussen,hoofdkussen,pillow,3,4
CES201610,8604,527,towel,als hoofdkussen gebruiken,hoofdkussen,pillow,3,4
CES201610,12074,737,towel,hoofdtooi,hoofdtooi,headdress,2,4
CES201610,8426,512,towel,hotel,hotel,hotel,0,0
CES201610,9262,584,towel,in hotel als versiersel op bed ,hotel versiersel bed,hotel decoration bed,2,4
CES201610,9263,584,towel,als hut ,hut,hut,4,3
CES201610,7919,476,towel,iemands benen vastbinden,iemands benen vastbinden,tie someone's legs,3,3
CES201610,12020,734,towel,ijsklontjes houder/zak,ijsklontjes houder zak,ice cube holder bag,3,4
CES201610,7917,476,towel,iets inpakken,inpakken,packing up,3,4
CES201610,9064,566,towel,inpakpapier,inpakpapier,wrapping paper,3,4
CES201610,12312,761,towel,inrollen,inrollen,roll in,2,4
CES201610,12407,764,towel,iemand inwikkelen ,inwikkelen,wrap,2,4
