research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater02,utility_rater02
CES201606,2039,49,belt,iemands leven mee redden,iemands leven redden,save someone's life,3,4
CES201606,1109,25,belt,om jezelf mee te wurgen,jezelf wurgen,strangle yourself,2,4
CES201606,354,14,belt,gebruiken om een jurkje mee te accentueren,jurkje accentueren,accentuate dress,1,5
CES201606,266,13,belt,als ketting ,ketting,chain,3,5
CES201606,982,23,belt,ketting,ketting,chain,3,5
CES201606,1006,22,belt,ketting maken,ketting,chain,3,5
CES201606,1290,29,belt,ketting,ketting,chain,3,5
CES201606,1497,37,belt,ketting,ketting,chain,3,5
CES201606,1698,43,belt,ketting,ketting,chain,3,5
CES201606,1737,44,belt,Ketting,ketting,chain,3,5
CES201606,1804,45,belt,ketting,ketting,chain,3,5
CES201606,1882,46,belt,ketting,ketting,chain,3,5
CES201606,581,17,belt,een ketting van riemen maken,ketting riemen,chain straps,3,5
CES201606,2111,50,belt,kijken door het gespdeel alsof het een monocle is,kijken gespeel alsof monocle,watching playing pretend monocle,4,3
CES201606,1945.2,47,belt, om kinderen mee te slaan,kinderen slaan,hitting children,2,5
CES201606,1358,30,belt,klemmen,klemmen,clamps,2,5
CES201606,770,19,belt,om een kleur uit te leggen,kleur leggen,lay color,4,2
CES201606,766,19,belt,om op te kleuren,kleuren,color,3,4
CES201606,2000,48,belt,klok aan ophangen,klok ophangen,hang up clock,3,4
CES201606,1359,30,belt,knijpers,knijpers,pinchers,3,3
CES201606,1357,30,belt,knopen,knopen,buttons,3,5
CES201606,1603,40,belt,je koffer mee dicht binden,koffer dicht binden,tie suitcase closed,2,5
CES201606,1053,24,belt,je kunt er een koffer mee dicht houden,koffer dicht houden,keep suitcase closed,2,5
CES201606,1950,47,belt,koffer dicht krijgen,koffer dicht krijgen,close suitcase,2,5
CES201606,1356,30,belt,koord,koord,cord,2,5
CES201606,1801,45,belt,kunst,kunst,art,3,3
CES201606,1112,25,belt,kunstwerk,kunstwerk,artwork,3,3
CES201606,1010,22,belt,lampje in doen en ophangen,lampje ophangen,hang up lamp,3,4
CES201606,984,23,belt,lasso,lasso,lasso,3,4
CES201606,1244,28,belt,iemand laten stikken,laten stikken,suffocate,2,4
CES201606,667,18,belt,om lengtes mee af te meten ,lengtes af meten,measure lengths,3,4
CES201606,1362,30,belt,lijm,lijm,glue,2,3
CES201606,767,19,belt,om een lijn langs te trekken,lijn langs trekken,draw line along,4,4
CES201606,1496,37,belt,als lint gebruiken,lint,ribbon,3,5
CES201606,1735,44,belt,Martelwerktuig,martelwerktuig,instrument of torture,2,5
CES201606,1946,47,belt,meetlint,meetlint,measuring tape,4,4
CES201606,1157,26,belt,mensen slaan,mensen slaan,hitting people,2,5
CES201606,438,15,belt,je kunt mensen er mee vast maken aan een stoel,mensen vast stoel,people stuck chair,2,5
CES201606,1468,36,belt,iets mee meten,meten,measure,4,4
CES201606,871,20,belt,als meting van het gewicht gebruiken,meting gewicht,measurement weight,4,4
CES201606,1111,25,belt,als mobiel boven een babybed met door de gaatjes heen van die speeltjes,mobiel boven babybed gaatjes heen speeltjes,mobile above baby bed holes with toys,5,3
CES201606,869,20,belt,een modestatement maken,modestatement,fashion statement,1,5
CES201606,502,16,belt,moordwapen,moordwapen,murder weapon,2,4
CES201606,1885,46,belt,moordwapen,moordwapen,murder weapon,2,4
CES201606,2038,49,belt,moordwapen ,moordwapen,murder weapon,2,4
CES201606,1889,46,belt,muurbeugel,muurbeugel,wall bracket,3,3
CES201606,1361,30,belt,naald en draad,naald draad,needle thread,3,3
CES201606,579,17,belt,neerleggen,neerleggen,put down,2,5
CES201606,764,19,belt,de omvang mee meten van iemand,omvang meten,measure size,3,5
CES201606,2133,51,belt,onder iets laags stoppen om iets eronder uit te krijgen,onder laag stoppen eronder krijgen,under low stop get underneath,3,3
CES201606,872,20,belt,als ondersteuning bij gewichtheffen,ondersteuning gewichtheffen,support weight lifting,2,5
CES201606,1160,26,belt,gebruiken om bijvoorbeeld een klapperende deur of raam mee vast te zetten,oorbeeld klapperende deur raam vast zetten,"For example, fix rattling door and window",2,5
CES201606,1054,24,belt,je kunt er iets mee ophangen,ophangen,hang,2,4
CES201606,1403,35,belt,er wat aan ophangen,ophangen,hang,2,4
CES201606,1568,39,belt,iets ophangen,ophangen,hang,2,4
CES201606,355,14,belt,ophangen aan de muur als decoratie,ophangen muur decoratie,hanging wall decoration,3,4
CES201606,759,19,belt,ophangen en dan onder limbodansen,ophangen onder limbo dansen,hang up under limbo dancing,3,4
CES201606,505,16,belt,ophangtool,ophangtool,hanging tool,2,4
CES201606,578,17,belt,oprapen,oprapen,pick up,2,5
CES201606,580,17,belt,aan een paal vastbinden,paal vastbinden,tie up pole,2,5
CES201606,357,14,belt,gebruiken om een paardrijzadel vast te maken,paardrijzadel vast,riding saddle,2,5
CES201606,1465,36,belt,om pakketje binden,pakketje binden,bind package,2,5
CES201606,1364,30,belt,paperclip,paperclip,paperclip,4,3
CES201606,2041,49,belt,plant aan ophangen,plant ophangen,hang up plant,3,4
CES201606,216,12,belt,een plint,plint,plinth,5,3
CES201606,1890,46,belt,poetslap,poetslap,cleaning rag,4,2
CES201606,1009,22,belt,riem over boedelbak binden,riem boedelbak binden,tie belt to estate bin,2,5
CES201606,267,13,belt,je kan een riem gebruiken om een boom in te klimmen,riem boom klimmen,strap tree climbing,4,5
CES201606,1699,43,belt,riem dicht doen en dan kan je daar weer andere dingen aan hangen,riem dicht weer dingen hangen,belt close again hang things,2,5
CES201606,437,15,belt,je kunt met een riem handen boeien,riem handen boeien,strap hands cuffs,2,5
CES201606,264,13,belt,je kan een riem gebruiken om spieren mee te strekken en zo leniger te worden ,riem spieren strekken leniger,belt muscles stretch more limber,3,5
CES201606,269,13,belt,je kan een riem als tas gebruiken,riem tas,belt bag,3,2
CES201606,218,12,belt,schoenen,schoenen,shoes,4,1
CES201606,977,23,belt,schoenveter,schoenveter,shoelace,4,2
CES201606,1805,45,belt,schommel,schommel,swing set,4,3
CES201606,1888,46,belt,schommel,schommel,swing set,4,3
CES201606,762,19,belt,om iets mee te schuren,schuren,sand,4,2
CES201606,1880,46,belt,sekspeeltje,seksspeeltje,sex toy,2,5
CES201606,2110,50,belt,op sexy wijze door je bilnaad halen,sexy wijze bilnaad halen,sexy buttocks,2,4
CES201606,866,20,belt,als sierobject,sierobject,ornamental object,2,3
CES201606,576,17,belt,iemand slaan,slaan,beat,2,5
CES201606,754,19,belt,om mee te slaan,slaan,beat,2,5
CES201606,868,20,belt,iemand ermee slaan,slaan,beat,2,5
CES201606,1406,35,belt,ermee slaan,slaan,beat,2,5
CES201606,1467,36,belt,mee slaan,slaan,beat,2,5
CES201606,1566,39,belt,iemand mee slaan,slaan,beat,2,5
CES201606,1647,42,belt,slaan,slaan,beat,2,5
CES201606,1291,29,belt,sleeptouw,sleeptouw,tow rope,2,4
CES201606,1463,36,belt,Als sling gebruiken voor je gebroken pols,sling gebroken pols,sling broken wrist,3,5
CES201606,757,19,belt,slinger van maken,slinger,garland,3,4
CES201606,980,23,belt,slingeren aan een boom,slingeren boom,swing tree,3,5
CES201606,867,20,belt,sorry ik werd afgeleid,sorry afgeleid,sorry distracted,0,0
CES201606,1694,43,belt,spanband,spanband,tension strap,2,5
CES201606,435,15,belt,spank materiaal,spank materiaal,spanking material,2,5
CES201606,2109,50,belt,spannen tussen twee hoogten en je hebt een waslijn,spannen tussen hoogten hebt waslijn,tension between heights you have clothesline,4,4
CES201606,1360,30,belt,spelden,spelden,pins,3,3
CES201606,986,23,belt,in spelletje met over een touw heen springen,spelletje touw heen springen,game of skipping rope,3,4
CES201606,1161,26,belt,sport: riemen stuktrekken,sport riemen stuk trekken,tearing sports belts,3,4
CES201606,988,23,belt,springtouw,springtouw,skipping rope,3,4
CES201606,1696,43,belt,springtouw,springtouw,skipping rope,3,4
CES201606,1289,29,belt,strop,strop,noose,2,5
CES201606,358,14,belt,in stukjes knippen en dan heb je confetti van leer,stukjes knippen confetti leer,pieces of cut confetti leather,3,4
CES201606,1949,47,belt,voor een tas als decoratie,tas decoratie,bag decoration,3,3
CES201606,1999,48,belt,tas vastmakeen op fiets,tas vastmaken fiets,attach bag to bicycle,2,5
CES201606,664,18,belt,om een tassen handvat van te maken ,tassen handvat,bags handle,2,4
CES201606,1887,46,belt,telefoonhoesje,telefoonhoesje,phone case,4,2
CES201606,978,23,belt,ipv tai rep(??),tiewrap,tie wrap,2,5
CES201606,1292,29,belt,ty-rep,tiewrap,tie wrap,2,5
CES201606,1692,43,belt,tierap,tiewrap,tie wrap,2,5
CES201606,212,12,belt,touw,touw,rope,2,5
CES201606,265,13,belt,als touw,touw,rope,2,5
CES201606,433,15,belt,touw,touw,rope,2,5
CES201606,1108,25,belt,touw,touw,rope,2,5
CES201606,1205,27,belt,touw,touw,rope,2,5
CES201606,1248,28,belt,als touw,touw,rope,2,5
CES201606,1355,30,belt,touw,touw,rope,2,5
CES201606,1803,45,belt,touw,touw,rope,2,5
CES201606,1879,46,belt,touw,touw,rope,2,5
CES201606,758,19,belt,om mee touw te trekken,touw trekken,pulling rope,3,5
CES201606,975,23,belt,touwtrekken,touwtrekken,tug of war,3,5
CES201606,1883,46,belt,V-snaar,v snaar,v string,4,3
CES201606,1645,42,belt,Iets vast maken ,vast,fix,2,5
CES201606,765,19,belt,om iets mee vast te binden,vast binden,tie,2,5
CES201606,1944,47,belt,om iets vast te binden,vast binden,tie,2,5
CES201606,870,20,belt,iets vastbinden,vastbinden,tie,2,5
CES201606,1646,42,belt,vastbinden,vastbinden,tie,2,5
CES201606,2131.2,51,belt, vastbinden trekken,vastbinden trekken,tie down pull,2,5
CES201606,1245,28,belt,iets vastmaken aan de riem,vastmaken riem,fasten belt,2,5
CES201606,1404,35,belt,iets ermee vastzetten,vastzetten,fasten,2,5
CES201606,1365,30,belt,veer,veer,feather,4,2
CES201606,768,19,belt,om te versieren,versieren,decorate,3,3
CES201606,1293,29,belt,versiersel,versiersel,decoration,3,3
CES201606,1945.1,47,belt,vroeger,vroeger,earlier,0,0
CES201606,268,13,belt,als wapen,wapen,weapon,2,5
CES201606,353,14,belt,als wapen (er iemand heul hard mee slaan),wapen,weapon,2,5
CES201606,1288,29,belt,wapen,wapen,weapon,2,5
CES201606,1527,38,belt,als wapen gebruiken,wapen,weapon,2,5
CES201606,582,17,belt,er weer een koe van maken,weer koe,cow again,4,2
CES201606,360,14,belt,iemand mee wurgen,wurgen,strangle,2,5
CES201606,663,18,belt,om iemand mee te wurgen ,wurgen,strangle,2,5
CES201606,1246,28,belt,iemand wurgen met een riem,wurgen riem,strangle belt,2,5
CES201606,2130.2,51,belt, zoals bundel hout,zoals bundel hout,such as bundle of wood,2,5
CES201606,1243,28,belt,mijn zus mee te spenken,zus spanken,sister spanking,2,5
CES201606,213,12,belt,zweep,zweep,whip,2,5
CES201606,434,15,belt,zweep,zweep,whip,2,5
CES201606,504,16,belt,zweep,zweep,whip,2,5
CES201606,987,23,belt,zweep,zweep,whip,2,5
CES201606,1110,25,belt,zweep,zweep,whip,2,5
CES201606,1206,27,belt,zweep,zweep,whip,2,5
CES201606,1495,37,belt,als zweep gebruiken,zweep,whip,2,5
CES201606,1695,43,belt,zweep,zweep,whip,2,5
CES201606,1800,45,belt,zweep,zweep,whip,2,5
CES201606,1878,46,belt,zweep,zweep,whip,2,5
