research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater02,utility_rater02
CES201705,15193,931,paperclip,Blaadjes bij elkaar houden dmv een paperclip,blaadjes elkaar houden paperclip,leaves hold together paperclip,1,5
CES201705,15247,930,paperclip,blaadjes aan elkaar vast maken,blaadjes elkaar vast,leaves stick together,1,5
CES201705,16442,985,paperclip,blaadjes aan elkaar vastmaken,blaadjes elkaar vastmaken,attach leaves together,1,5
CES201705,14614,910,paperclip,blaadjes vastzetten,blaadjes vastzetten,attach leaves,1,5
CES201705,15132,920,paperclip,blauwe paperclip,blauwe paperclip,blue paperclip,1,3
CES201705,16307,975,paperclip,BMW,BMW,BMW,0,0
CES201705,14578,903,paperclip,boek,boek,book,3,2
CES201705,15252,930,paperclip,boekenlegger,boekenlegger,bookmark,3,5
CES201705,15432,938,paperclip,als boekenlegger gebruiken ,boekenlegger,bookmark,3,5
CES201705,15542,944,paperclip,boekenlegger,boekenlegger,bookmark,3,5
CES201705,15598,947,paperclip,boekenlegger,boekenlegger,bookmark,3,5
CES201705,15254,930,paperclip,iets van bouwen,bouwen,build,1,3
CES201705,15185,922,paperclip,breken,breken,break,2,4
CES201705,15897,9999,paperclip,breken,breken,break,2,4
CES201705,16483,986,paperclip,bril zonder glazen,bril glazen,glasses glasses,4,4
CES201705,14807,912,paperclip,bruggetjes maken,bruggetjes,bridges,4,4
CES201705,13505,855,paperclip,buigen,buigen,bend,2,5
CES201705,13536,858,paperclip,buigen ,buigen,bend,2,5
CES201705,13799,870,paperclip,buigen,buigen,bend,2,5
CES201705,14070,883,paperclip,buigen,buigen,bend,2,5
CES201705,15114,919,paperclip,buigen,buigen,bend,2,5
CES201705,15888,955,paperclip,buigen ,buigen,bend,2,5
CES201705,15933,952,paperclip,buigen,buigen,bend,2,5
CES201705,15967,9999,paperclip,buigen,buigen,bend,2,5
CES201705,16059,963,paperclip,buigen,buigen,bend,2,5
CES201705,16103,968,paperclip,buigen,buigen,bend,2,5
CES201705,16118,965,paperclip,buigen,buigen,bend,2,5
CES201705,15455,939,paperclip,Build an artwork,build an artwork,build artwork,3,3
CES201705,15548,945,paperclip,(Geld)bundel,bundel,bundle,2,5
CES201705,14978,918,paperclip,bundelen,bundelen,bundling,1,5
CES201705,13796,870,paperclip,bureau,bureau,desk,0,0
CES201705,14972,918,paperclip,bureau,bureau,desk,0,0
CES201705,14973,918,paperclip,bureauartikel,bureauartikel,desk item,1,5
CES201705,14653,899,paperclip,cd rom openen,cd rom openen,open CD-ROM,3,5
CES201705,16218,970,paperclip,clip,clip,clip,3,5
CES201705,13415,851,paperclip,clip van paper,clip paper,clip paper,3,5
CES201705,14248,889,paperclip,coatinglaagjes van iets afkrabben met de scherpje randjes,coating laagjes afkrabben scherpe randjes,Scrape off coating layers sharp edges,3,5
CES201705,15265,934,paperclip,een collectie van verzamelen,collectie verzamelen,collecting collection,3,4
CES201705,16425,980,paperclip,controuw,controuw,distrustful,0,0
CES201705,16308,975,paperclip,530D,d,d,0,0
CES201705,15397,936,paperclip,decoratie,decoratie,decoration,3,3
CES201705,13426,852,paperclip,deur open maken,deur open,door open,3,4
CES201705,16424,980,paperclip,deur open maken,deur open,door open,3,4
CES201705,14617,911,paperclip,deur mee openen,deur openen,open door,3,4
CES201705,14826,913,paperclip,Deur openen,deur openen,open door,3,4
CES201705,15459,941,paperclip,of een deur openen,deur openen,open door,3,4
CES201705,16284,978,paperclip,deur openen,deur openen,open door,3,4
CES201705,15986,964,paperclip,deur openen als je je sleutel vergeet,deur openen sleutel vergeet,forgot door open key,3,4
CES201705,13786,871,paperclip,deur openmaken ,deur openmaken,open door,3,4
CES201705,15284,935,paperclip,deur openmaken,deur openmaken,open door,3,4
CES201705,16602,994,paperclip,een deur openmaken ,deur openmaken,open door,3,4
CES201705,15969,9999,paperclip,deuren foceren,deuren forceren,forcing doors,3,4
CES201705,13504,855,paperclip,deuren open maken,deuren open,doors open,3,4
CES201705,14029,881,paperclip,om deuren mee te openen ,deuren openen,open doors,3,4
CES201705,14655,899,paperclip,deuren openen,deuren openen,open doors,3,4
CES201705,16400,982,paperclip,deuren openen,deuren openen,open doors,3,4
CES201705,15245,925,paperclip,deurstopper,deurstopper,door stopper,3,2
CES201705,16532,990,paperclip,dingen bevestigen,dingen bevestigen,confirm things,1,5
CES201705,16531,990,paperclip,dingen aan elkaar maken,dingen elkaar,things together,1,5
CES201705,15966,9999,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,1,5
CES201705,16615,995,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,1,5
CES201705,16679,997,paperclip,Dingen bij elkaarnhouden,dingen elkaar houden,things hold together,1,5
CES201705,14675,896,paperclip,dingen aan elkaar vast te maken,dingen elkaar vast,things stick together,1,5
CES201705,16404,982,paperclip,dingen aan elkaar vast maken,dingen elkaar vast,things stick together,1,5
CES201705,13523,860,paperclip,dingen aan elkaar verbinden,dingen elkaar verbinden,connecting things together,1,5
CES201705,15937,952,paperclip,Dingen ophangen,dingen ophangen,hanging things,1,4
CES201705,13821,873,paperclip,dingen sorteren,dingen sorteren,sorting things,2,4
CES201705,15879,958,paperclip,Dingen vast maken aan elkaar,dingen vast elkaar,things stuck together,1,5
CES201705,15136,921,paperclip,dingen vastbindenm,dingen vastbinden,tie things up,1,5
CES201705,14606,905,paperclip,dingen mee vastmaken,dingen vastmaken,fasten things,1,5
CES201705,14608,908,paperclip,dingen vastmaken,dingen vastmaken,fasten things,1,5
CES201705,14741,904,paperclip,dingen vastzetten,dingen vastzetten,pin things down,1,5
CES201705,14745,907,paperclip,dingen vastzetten,dingen vastzetten,pin things down,1,5
CES201705,15806,956,paperclip,documenten,documenten,documents,0,0
CES201705,14827,913,paperclip,Iets doorprikken,doorprikken,puncture,2,5
CES201705,14599,898,paperclip,dozen ,dozen,Boxes,0,0
CES201705,16124,966,paperclip,drijven,drijven,conduct,0,0
CES201705,13798,870,paperclip,eenheid,eenheid,unit,5,3
CES201705,15614,948,paperclip,Je kunt het einde van een paperclip gebruiken om de SIM-kaart simkaart uit een smartphone te halen,einde paperclip sim kaart simkaart smartphone halen,end paper clip remove sim card sim card smartphone,3,5
CES201705,15453,939,paperclip,Gebruiken voor een electrishc current,electrisch current,electric current,4,4
CES201705,15401,937,paperclip,electriciteit geleiden,elektriciteit geleiden,conduct electricity,4,4
CES201705,13407,857,paperclip,bij elkaar,elkaar,together,1,5
CES201705,15896,9999,paperclip,iets aan elkaar maken,elkaar,together,1,5
CES201705,16115,965,paperclip,uit elkaar halen,elkaar halen,hold together,1,4
CES201705,15316,927,paperclip,uit elkaar halen en gebruiken om een slot mee open te maken,elkaar halen slot open,pick apart lock open,1,4
CES201705,13578,861,paperclip,bij elkaar houden,elkaar houden,keep together,1,5
CES201705,13794,870,paperclip,bij elkaar houden,elkaar houden,keep together,1,5
CES201705,14574,900,paperclip,iets bij elkaar houden,elkaar houden,keep together,1,5
CES201705,14583,903,paperclip,iets bij elkaar houden ,elkaar houden,keep together,1,5
CES201705,14616,911,paperclip,iets aan elkaar houden,elkaar houden,keep together,1,5
CES201705,14869,916,paperclip,bij elkaar houden,elkaar houden,keep together,1,5
CES201705,15887,955,paperclip,iets bij elkaar houden ,elkaar houden,keep together,1,5
CES201705,16038,969,paperclip,bij elkaar houden,elkaar houden,keep together,1,5
CES201705,16116,965,paperclip,iets bij elkaar houden,elkaar houden,keep together,1,5
CES201705,15874,959,paperclip,in elkaar steken en ketting van maken of arm band,elkaar steken ketting arm band,put chain bracelet,3,4
CES201705,16171,971,paperclip,in elkaar steken voor ketting dicht maken,elkaar steken ketting dicht,chain close together,3,4
CES201705,14830,913,paperclip,Iets ermee aan elkaar vast maken,elkaar vast,together,1,5
CES201705,16362,974,paperclip,iets aan elkaar vast houden,elkaar vast houden,hold together,1,5
CES201705,14584,903,paperclip,aan elkaar vastmaken,elkaar vastmaken,attach together,1,5
CES201705,16373,984,paperclip,uit elkaar vouwen,elkaar vouwen,fold together,2,5
CES201705,14212,887,paperclip,je kan het uitelkaar vouwen en gebruiken als punaise,elkaar vouwen punaise,fold together pushpin,3,5
CES201705,15181,923,paperclip,een envelop,envelop,envelope,0,0
CES201705,14829,913,paperclip,Ergens in krassen,ergens krassen,scratches somewhere,2,4
CES201705,13913,876,paperclip,iets ergens aan ophangen ,ergens ophangen,hang it somewhere,3,4
CES201705,13484,850,paperclip,ergens tussenin ophangen,ergens tussenin ophangen,hang somewhere in between,3,4
CES201705,15127,920,paperclip,ergens aan vastmaken,ergens vastmaken,attach somewhere,2,5
CES201705,14659,899,paperclip,ernaar kijken,ernaar kijken,look at it,2,4
CES201705,14226.2,890,paperclip, iets erom heen vouwen,erom heen vouwen,fold around it,2,4
CES201705,15631,949,paperclip,eten,eten,eat,5,1
CES201705,15274,928,paperclip,om eten dat open is vastmaken ,eten open vastmaken,fasten food open,3,5
CES201705,16213,970,paperclip,ethui,etui,pencil case,0,0
CES201705,16214,970,paperclip,etui,etui,pencil case,0,0
CES201705,15690,950,paperclip,euros,euro s,euros,0,0
CES201705,16430,980,paperclip,eyeliner tekenen,eyeliner tekenen,drawing eyeliner,4,4
CES201705,13363,849,paperclip,fietsbel,fietsbel,bicycle bell,5,2
CES201705,16429,980,paperclip,figuren maken,figuren,figures,3,3
CES201705,15885,951,paperclip,figuurtjes maken ,figuurtjes,figures,3,3
CES201705,16345,977,paperclip,flexibel,flexibel,flexible,0,0
CES201705,14981,918,paperclip,formaat,formaat,format,0,0
CES201705,15938,952,paperclip,foto's hangen aan een koord,foto s hangen koord,photos hang on cord,2,5
CES201705,15178,923,paperclip,foto's ophangen,foto s ophangen,hang up photos,2,5
CES201705,15589,946,paperclip,fotos mee ophangen aan je muur met paperclip aan een touw,foto s ophangen muur paperclip touw,hang photos on wall paper clip rope,2,5
CES201705,16174,971,paperclip,fotolijst mozaieken met paperclip,fotolijst mozaïeken paperclip,photo frame mosaics paper clip,2,5
CES201705,14132,886,paperclip,een gaatje prikken,gaatje prikken,poke hole,2,5
CES201705,14607,905,paperclip,gaatjes maken,gaatjes,holes,2,5
CES201705,15536,944,paperclip,gaatjes maker,gaatjes maker,hole maker,2,5
CES201705,16426,980,paperclip,gaatjes prikken,gaatjes prikken,poke holes,2,5
CES201705,16612,995,paperclip,gaatjes prikken met paperclip,gaatjes prikken paperclip,poke holes paperclip,2,5
CES201705,15587,946,paperclip,een gat in papier maken,gat papier,hole paper,2,5
CES201705,16217,970,paperclip,iets dat veel gebruikt wordt in de wereld,gebruikt wereld,uses world,0,0
CES201705,13406,857,paperclip,geld,geld,money,4,2
CES201705,13411,851,paperclip,geld,geld,money,4,2
CES201705,15689,950,paperclip,geld,geld,money,4,2
CES201705,16343,977,paperclip,geld,geld,money,4,2
CES201705,16058,963,paperclip,geld bij elkaar houden ,geld elkaar houden,keep money together,2,5
CES201705,16604,994,paperclip,geld samenvoegen,geld samenvoegen,pool money,2,5
CES201705,15983,964,paperclip,geld verdienen om dit te antwoorden,geld verdienen antwoorden,make money answers,4,3
CES201705,15135,920,paperclip,gele paperclip,gele paperclip,yellow paper clip,1,3
CES201705,14802,912,paperclip,geleider,geleider,conductor,4,4
CES201705,15197,929,paperclip,geleider,geleider,conductor,4,4
CES201705,13637,865,paperclip,geleider voor kleine lampjes,geleider kleine lampjes,conductor small lights,4,4
CES201705,15948,960,paperclip,Geordend,geordend,orderly,0,0
CES201705,13597,862,paperclip,gereedschap,gereedschap,tools,2,3
CES201705,13432,856,paperclip,geven,geven,give,2,4
CES201705,13573,861,paperclip,geven,geven,give,2,4
CES201705,16605,994,paperclip,gewoon iets samenvoegen,gewoon samenvoegen,just merge,1,5
CES201705,14272,892,paperclip,Gloeidraad.,gloeidraad,filament,4,4
CES201705,13429,856,paperclip,gooien,gooien,throw,2,3
CES201705,13571,861,paperclip,gooien,gooien,throw,2,3
CES201705,13812,874,paperclip,naar iemand gooien,gooien,throw,2,3
CES201705,14619,911,paperclip,gooien,gooien,throw,2,3
CES201705,15895,9999,paperclip,gooien,gooien,throw,2,3
CES201705,15974,9999,paperclip,gooinen,gooien,throw,2,3
CES201705,16348,981,paperclip,voor je gordijnen ,gordijnen,curtains,3,4
CES201705,15134,920,paperclip,groene paperclip,groene paperclip,green paper clip,1,3
CES201705,14976,918,paperclip,groot,groot,big,0,0
CES201705,15129,920,paperclip,grote paperclip,grote paperclip,large paper clip,1,3
CES201705,15273,928,paperclip,als je gulp en je broek niet goed vastpakken ,gulp broek niet goed vastpakken,not gripping trouser fly properly,2,5
CES201705,13893,872,paperclip,om je gulp dicht te houden,gulp dicht houden,keep fly closed,2,5
CES201705,15881,958,paperclip,gebruiken om je gulp vast te zetten ,gulp vast zetten,secure fly,2,5
CES201705,14259,891,paperclip,haak maken voor gebroken kapstok,haak gebroken kapstok,hook broken coat rack,3,4
CES201705,15396,936,paperclip,als haakje,haakje,hook,3,4
CES201705,14831,913,paperclip,Als haakje in de muur om iets eraan op te hangen,haakje muur eraan hangen,hang on wall on hook,3,4
CES201705,14804,912,paperclip,haakjes maken,haakjes,brackets,3,4
CES201705,14561,902,paperclip,haal het uitelkaar om het knopje van je mobiel in te klikken zodat je bij je SIM-card kan,haal elkaar knopje mobiel klikken zodat simkaart,click mobile button together so that SIM card,3,5
CES201705,13810,874,paperclip,in je haar doen,haar,hair,3,4
CES201705,14678,896,paperclip,voor in je haar,haar,hair,3,4
CES201705,15170,924,paperclip,voor je haar,haar,hair,3,4
CES201705,15266,934,paperclip,in je haar doen,haar,hair,3,4
CES201705,13634,864,paperclip,als een haarklipje,haar clipje,hair clip,3,4
CES201705,14887,915,paperclip,haarklipje,haar clipje,hair clip,3,4
CES201705,15241,925,paperclip,als haarklipje gebruiken,haar clipje,hair clip,3,4
CES201705,15431,938,paperclip,als haar clipje gebruiken ,haar clipje,hair clip,3,4
CES201705,14217,887,paperclip,je kan je haarelastiekjes bij elkaar houden ermee,haar elastiekjes elkaar houden,hair rubber bands hold together,2,4
CES201705,14623,911,paperclip,je haar er mee vast maken,haar vast,hold hair,3,4
CES201705,13895,872,paperclip,om je haar mee vast te zetten,haar vast zetten,pin hair down,3,4
CES201705,14613,910,paperclip,haar mee vast zetten,haar vast zetten,pin hair down,3,4
CES201705,16423,980,paperclip,haar vasten maken,haar vasten,hair fasting,3,4
CES201705,13788,871,paperclip,je haar vastzetten ,haar vastzetten,pin hair down,2,4
CES201705,14021,882,paperclip,haarsepd,haarspeld,Bobby pin,3,4
CES201705,14134,886,paperclip,haarspeld,haarspeld,Bobby pin,3,4
CES201705,14590,897,paperclip,haarspeld,haarspeld,Bobby pin,3,4
CES201705,14800,912,paperclip,als haarspeld,haarspeld,Bobby pin,3,4
CES201705,15490,943,paperclip,haarspeld,haarspeld,Bobby pin,3,4
CES201705,15601,947,paperclip,haarspeld gebruiken,haarspeld,Bobby pin,3,4
CES201705,16649,996,paperclip,haarspeld,haarspeld,Bobby pin,3,4
CES201705,13953,877,paperclip,haarspeltje,haarspeldje,hairclip,3,4
CES201705,14072,883,paperclip,als haarspeldje gebruiken,haarspeldje,hairclip,3,4
CES201705,14247,889,paperclip,als haarspeltje gebruiken,haarspeldje,hairclip,3,4
CES201705,14319,894,paperclip,haarspeldje,haarspeldje,hairclip,3,4
CES201705,15318,927,paperclip,gebruiken als haarspeltje,haarspeldje,hairclip,3,4
CES201705,16613,995,paperclip,haarspeltje,haarspeldje,hairclip,3,4
CES201705,14216,887,paperclip,als haarspeldje gebruiken (niet effectief denk ik,haarspeldje niet effectief denk,hair clip not effective I think,3,4
CES201705,13801,870,paperclip,handig,handig,useful,0,0
CES201705,13804,867,paperclip,handig,handig,useful,0,0
CES201705,14974,918,paperclip,handig,handig,useful,0,0
CES201705,15547,945,paperclip,Handig,handig,useful,0,0
CES201705,15956,960,paperclip,handig,handig,useful,0,0
CES201705,16125,966,paperclip,handig,handig,useful,0,0
CES201705,16212,970,paperclip,handig,handig,useful,0,0
CES201705,16216,970,paperclip,hangen,hangen,hang,0,0
CES201705,15799,956,paperclip,hardwerken,hardwerken,hard work,2,3
CES201705,16403,982,paperclip,haren krullen ,haren krullen,hair curls,4,3
CES201705,16347,981,paperclip,voor je haren bij meisjes,haren meisjes,hair girls,3,4
CES201705,16402,982,paperclip,haren vast maken ,haren vast,hair,2,4
CES201705,15844,954,paperclip,een hartje maken,hartje,heart,3,4
CES201705,14262,891,paperclip,als je er meer hebt ketting,hebt ketting,have chain,3,4
CES201705,16351,981,paperclip,een hek van maken,hek,fence,3,2
CES201705,13805,869,paperclip,hiermee kan je precies hetzelfde als elk ander ijzerdraadje,hiermee precies hetzelfde elk ander ijzerdraadje,exactly same as any other wire,1,3
CES201705,16346,977,paperclip,honderd op honderd op honderd,honderd honderd honderd,one hundred hundred hundred,0,0
CES201705,13413,851,paperclip,ijzer,ijzer,iron,1,3
CES201705,14970,918,paperclip,ijzer,ijzer,iron,1,3
CES201705,15220,932,paperclip,ijzer,ijzer,iron,1,3
CES201705,15951,960,paperclip,ijzer,ijzer,iron,1,3
CES201705,16120,966,paperclip,ijzer,ijzer,iron,1,3
CES201705,16211,970,paperclip,ijzer,ijzer,iron,1,3
CES201705,16651,996,paperclip,ijzerdraad om iets mee vast te zetten,ijzerdraad vast zetten,secure iron wire,1,5
CES201705,16608,993,paperclip,ijzerdraadje van maken om andere dingen mee te doen,ijzerdraadje dingen,wire things,1,3
CES201705,13912,876,paperclip,inbreken,inbreken,break in,3,4
CES201705,15267,926,paperclip,Inbreken,inbreken,break in,3,4
CES201705,15935,952,paperclip,inbreken,inbreken,break in,3,4
CES201705,15970,9999,paperclip,inbreken,inbreken,break in,3,4
CES201705,15982,964,paperclip,inbreken,inbreken,break in,3,4
CES201705,16057,963,paperclip, inbreken ,inbreken,break in,3,4
CES201705,14559,909,paperclip,ingang voor simkaart van je telefoon mee opnenen,ingang simkaart telefoon openen,Open phone SIM card entry,3,5
CES201705,14609,908,paperclip,inruilen voor andere voorwerpen,inruilen voorwerpen,trade-in items,3,5
CES201705,15457,939,paperclip,instrument,instrument,instrument,5,3
CES201705,15693,950,paperclip,iphoe,iPhone,iPhone,0,0
CES201705,15694,950,paperclip,iphone,iPhone,iPhone,0,0
CES201705,14098,884,paperclip,iphone sim kaart opening open krijgen,iPhone sim kaart opening open krijgen,Open iPhone SIM card opening,3,5
CES201705,16648,996,paperclip,iphone simkaart remover,iPhone simkaart remover,iPhone sim card remover,3,5
CES201705,15275,928,paperclip,Iphone van de zijkant open maken,iPhone zijkant open,iPhone side open,3,5
CES201705,15253,930,paperclip,jezelf laten niezen,jezelf laten niezen,make yourself sneeze,5,2
CES201705,14026,882,paperclip,kabel voor blik telefoon,kabel blik telefoon,cable can telephone,3,4
CES201705,13650,9999,paperclip,kabel bij elkaar houder,kabel elkaar houder,cable together holder,2,5
CES201705,13793,870,paperclip,kantoor,kantoor,office,0,0
CES201705,14538,906,paperclip,kantoor,kantoor,office,0,0
CES201705,14979,918,paperclip,kantoor,kantoor,office,0,0
CES201705,15808,956,paperclip,kantoor,kantoor,office,0,0
CES201705,16121,966,paperclip,kantoor,kantoor,office,0,0
CES201705,14980,918,paperclip,kantoorartikel,kantoorartikel,office supplies,1,5
CES201705,15546,945,paperclip,Kantoorartikel,kantoorartikel,office supplies,1,5
CES201705,13433,856,paperclip,japot maken,kapot,Broken,2,4
CES201705,14205,888,paperclip,kapotte kleding weer vastmaken,kapotte kleding weer vastmaken,reattach broken clothing,2,5
CES201705,14598,898,paperclip,karton ,karton,cardboard,0,0
CES201705,16375,984,paperclip,karton er tussen schuiven,karton tussen schuiven,slide cardboard between them,1,5
CES201705,14656,899,paperclip,kassa's openen,kassa s openen,open cash registers,3,4
CES201705,13643,9999,paperclip,ketting,ketting,chain,3,4
CES201705,13823,873,paperclip,ketting mee maken,ketting,chain,3,4
CES201705,13914,876,paperclip,ketting van maken,ketting,chain,3,4
CES201705,13990,880,paperclip,als keting maken,ketting,chain,3,4
CES201705,14245,889,paperclip,ketting van maken,ketting,chain,3,4
CES201705,14302,893,paperclip,ketting,ketting,chain,3,4
CES201705,14581,903,paperclip,ketting,ketting,chain,3,4
CES201705,14589,897,paperclip,ketting maken,ketting,chain,3,4
CES201705,14672,895,paperclip,ketting te maken (ook armband),ketting,chain,3,4
CES201705,14677,896,paperclip,ketting maken,ketting,chain,3,4
CES201705,14897,917,paperclip,ketting,ketting,chain,3,4
CES201705,15433.2,938,paperclip, ketting,ketting,chain,3,4
CES201705,15540,944,paperclip,ketting,ketting,chain,3,4
CES201705,15584,946,paperclip,ketting mee maken,ketting,chain,3,4
CES201705,15599,947,paperclip,ketting maken,ketting,chain,3,4
CES201705,15893,957,paperclip,ketting maken,ketting,chain,3,4
CES201705,16133,966,paperclip,ketting,ketting,chain,3,4
CES201705,16172,971,paperclip,ketting maken,ketting,chain,3,4
CES201705,16557,992,paperclip,Ketting,ketting,chain,3,4
CES201705,15791.2,962,paperclip, een ketting ervan maken,ketting ervan,chain of it,3,4
CES201705,16431,980,paperclip,ketting aan vast makn,ketting vast,chain,3,4
CES201705,15112,919,paperclip,klas,klas,class,0,0
CES201705,15172,924,paperclip,klas,klas,class,0,0
CES201705,14030,881,paperclip,om kleding bij elkaar te houden (vastmaken aan kapotte stukken kleding) ,kleding elkaar houden,clothes hold together,2,5
CES201705,14975,918,paperclip,klein,klein,small,0,0
CES201705,15959,960,paperclip,klein,klein,small,0,0
CES201705,16126,966,paperclip,klein',klein,small,0,0
CES201705,16210,970,paperclip,klein,klein,small,0,0
CES201705,14809,912,paperclip,een kleine opening mee openhouden,kleine opening openhouden,keep small opening open,3,5
CES201705,15130,920,paperclip,kleine paperclip,kleine paperclip,small paper clip,1,3
CES201705,13960,878,paperclip,kleren verstellen,kleren verstellen,mend clothes,3,5
CES201705,15196,931,paperclip,Kleur bij kleur selecteren,kleur kleur selecteren,color select color,2,4
CES201705,15128,920,paperclip,kleuren paperclip,kleuren paperclip,color paper clip,1,3
CES201705,13414,851,paperclip,knijper,knijper,squeeze,2,4
CES201705,13639,865,paperclip,knoop,knoop,button,2,4
CES201705,16432,980,paperclip,knoopje vast maken,knoopje vast,button,2,4
CES201705,13992,880,paperclip,aan een knop en zip zetten zodat de zip niet open gaat,knop zip zetten zodat zip niet open gaat,set zip button so that zip does not open,2,4
CES201705,16376,984,paperclip,je kan er mee knutselen,knutselen,craft,3,4
CES201705,15537,944,paperclip,koelkast afvoer gaatjes ijs door prikker,koelkast afvoer gaatjes ijs prikker,refrigerator drain holes ice pick,3,5
CES201705,13575,861,paperclip,kopen,kopen,buy,2,5
CES201705,15604,947,paperclip,gebruiken om te krabben,krabben,scratch,3,4
CES201705,14593,897,paperclip,om te krabben voor jeuk,krabben jeuk,scratch itch,3,4
CES201705,14810,912,paperclip,kralen omheen --> versiering,kralen omheen versiering,beads around decoration,3,4
CES201705,15319,927,paperclip,een kraslot mee krassen,kraslot krassen,scratch card scratches,2,4
CES201705,15272,926,paperclip,Krassen,krassen,scratches,2,4
CES201705,13572,861,paperclip,krijgen,krijgen,get,2,4
CES201705,14621,911,paperclip,kunst ,kunst,art,3,3
CES201705,15961,960,paperclip,kunst,kunst,art,3,3
CES201705,16363,974,paperclip,kunst maken,kunst,art,3,3
CES201705,13649,9999,paperclip,kunstwerk,kunstwerk,artwork,3,3
CES201705,14582,903,paperclip,kunstwerk,kunstwerk,artwork,3,3
CES201705,15588,946,paperclip,een kunstwerk mee maken,kunstwerk,artwork,3,3
CES201705,13989,880,paperclip,op een kunstwerk plakken,kunstwerk plakken,paste artwork,3,3
CES201705,13503,855,paperclip,kunstwerken bouwen,kunstwerken bouwen,building works of art,3,3
CES201705,16609,993,paperclip,kunstwerkje maken,kunstwerkje,work of art,3,3
CES201705,15957,960,paperclip,kwijt,kwijt,lost,0,0
CES201705,13533,858,paperclip,leggen,leggen,lay,2,3
CES201705,13576,861,paperclip,leggen,leggen,lay,2,3
CES201705,13416,851,paperclip,leraren,leraren,teachers,0,0
CES201705,14320,894,paperclip,letters vouwen,letters vouwen,folding letters,3,5
CES201705,14543,906,paperclip,licht,licht,light,0,0
CES201705,15458,941,paperclip,een lijn van maken en dan een kunst maken ,lijn kunst,line art,3,3
CES201705,16650,996,paperclip,lockpick,lock pick,lock pick,3,4
CES201705,15398,936,paperclip,logo,logo,logo,5,4
CES201705,14563,902,paperclip,maak er een popetje van als je je verveelt,maak poppetje verveelt,make doll bored,3,4
CES201705,13791,866,paperclip,als magneet gebruiken,magneet,magnet,4,4
CES201705,13824,873,paperclip,in de mail een bestand bijvoegen,mail bestand oegen,mail file,4,4
CES201705,15140,921,paperclip,gebruiken als materiaal voor een ontwerp,materiaal ontwerp,material design,3,3
CES201705,16313,975,paperclip,max koppel bij aantal toeren 2000,max koppel aantal toeren,max torque number of revolutions,0,0
CES201705,16314,975,paperclip,mac toeren 4000,max toeren,max rpm,0,0
CES201705,15433.1,938,paperclip,van meerdere paperclips aan elkaar sierraden maken,meerdere paperclips elkaar sieraden,several paper clips together jewelry,3,4
CES201705,15454,939,paperclip,Meerdere paperclips gebruiken om 1 grote paperclip te maken,meerdere paperclips grote paperclip,several paper clips large paper clip,2,4
CES201705,15180,923,paperclip,meerdere paperclips kan je een ketting mee maken,meerdere paperclips ketting,multiple paperclips chain,3,4
