response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater02,utility_rater02
31833,CES201911,2339,paperclip,om je broodje bij elkaar te houden,broodje elkaar houden,hold sandwich together,2,4
31830,CES201911,2339,paperclip,om je broodzak dicht te maken,broodzak dicht,bread bag closed,2,4
30818,CES201911,2302,paperclip,broodzakbinder,broodzakbinder,bread bag tie,2,4
30507,CES201911,2286,paperclip,buigbaar,buigbaar,bendable,1,5
24545,CES201911,2020,paperclip,buigen,buigen,bend,1,5
31193,CES201911,2317,paperclip,buigen,buigen,bend,1,5
26370,CES201911,2103,paperclip,buigen en als ding waarmee je een telefoon vakje opent gerbuiken,buigen ding waarmee telefoon vakje opent,bending thing that opens phone box,3,3
26371,CES201911,2103,paperclip,buigen en gebruiken als haakje,buigen haakje,bend hook,1,5
27686,CES201911,2168,paperclip,om buigen en je iphone zn simhouder openen,buigen iphone z'n simhouder openen,bend to open iPhone's SIM holder,3,4
30391,CES201911,2278,paperclip,bureaudecoratie,bureaudecoratie,desk decoration,3,3
32255,CES201911,2360,paperclip,kado geven,cadeau geven,give present,1,3
28299,CES201911,2187,paperclip,categoriseren ,categoriseren,categorize,1,0
25157,CES201911,2046,paperclip,chain,chain,chain,3,4
26120,CES201911,2093,paperclip,chair,chair,chair,3,1
28860,CES201911,2204,paperclip,cheap,cheap,cheap,0,0
27218,CES201911,2146,paperclip,chip voor iphone simcard open te krijgen,chip iphone simcard open krijgen,How to open chip iPhone SIM card,3,4
32389,CES201911,2368,paperclip,chipszak dichtmaken,chipszak dichtmaken,close bag of chips,2,4
31953,CES201911,2348,paperclip,cijfer mee te vormen,cijfer vormen,form numbers,3,4
27692.2,CES201911,2168,paperclip, cirkel van maken en zo draden bij elkaar houden,cirkel draden elkaar houden,circle wires hold together,3,4
23697,CES201911,1989,paperclip,claperci[,claperci [,claperci [,0,0
23681,CES201911,1989,paperclip,clip,clip,clip,1,5
25834,CES201911,2078,paperclip,clip ,clip,clip,1,5
28673,CES201911,2198,paperclip,clip,clip,clip,1,5
30497,CES201911,2286,paperclip,clip,clip,clip,1,5
26549,CES201911,2113,paperclip,clip paers togethe,clip paers togethe,clip paers togethe,1,5
26966,CES201911,2132,paperclip,clipje voor in je haar,clipje haar,clip hair,2,4
24086,CES201911,2001,paperclip,clippy-cosplay,clippy-cosplay,clippy cosplay,4,3
23700,CES201911,1989,paperclip,clirp,clirp,clirp,0,0
28859,CES201911,2204,paperclip,colours,colours,colours,0,0
29055.2,CES201911,2214,paperclip, computer,computer,computer,0,0
32604,CES201911,2380,paperclip,conductor,conductor,conductor,3,4
27896,CES201911,2174,paperclip,als confettie gebruiken,confetti,confetti,4,1
27441,CES201911,2156,paperclip,contouren,contouren,contours,3,3
28855,CES201911,2204,paperclip,creative,creative,creative,0,0
31608,CES201911,2329,paperclip,in een cupcake prikken om te kijken of die al lang genoeg in de oven heeft gezeten,cupcake prikken kijken lang genoeg oven gezeten,cupcake prick look like they have been in oven long enough,3,5
31356,CES201911,2321,paperclip,dasspeld,dasspeld,tie clip,3,4
25479,CES201911,2065,paperclip,decoratie,decoratie,decoration,3,3
29098,CES201911,2221,paperclip,decoratie,decoratie,decoration,3,3
29909,CES201911,2263,paperclip,decoratie,decoratie,decoration,3,3
30437,CES201911,2281,paperclip,als decoratie gebruiken ,decoratie,decoration,3,3
31905,CES201911,2346,paperclip,decoratie,decoratie,decoration,3,3
31990,CES201911,2350,paperclip,decoratie ,decoratie,decoration,3,3
29432,CES201911,2236,paperclip,decoratie mini beeldje van maken,decoratie mini beeldje,decoration mini figurine,3,3
30939,CES201911,2310,paperclip,decoratie in room door te verbuigen in figuur,decoratie room verbuigen figuur,decoration room bend figure,3,3
31567,CES201911,2328,paperclip,deur mee lock picken,deur lock picken,door lock picking,3,3
24994,CES201911,2034,paperclip,deur open maken,deur open,door open,3,3
25256,CES201911,2051,paperclip,om deur open te maken,deur open,door open,3,3
29208,CES201911,2222,paperclip,om de deur mee open te maken,deur open,door open,3,3
30570,CES201911,2291,paperclip,deur mee open maken ,deur open,door open,3,3
30638,CES201911,2292,paperclip,deur open maken,deur open,door open,3,3
30843,CES201911,2307,paperclip,om een deur mee open te maken,deur open,door open,3,3
31601,CES201911,2329,paperclip,deur mee open maken,deur open,door open,3,3
26291,CES201911,2101,paperclip,deur open krijgen,deur open krijgen,get door open,3,3
24850,CES201911,2026,paperclip,deur openen,deur openen,open door,3,3
27531,CES201911,2162,paperclip,deur openen,deur openen,open door,3,3
28018,CES201911,2178,paperclip,de deur mee openen,deur openen,open door,3,3
29227,CES201911,2224,paperclip,deur openen,deur openen,open door,3,3
29428,CES201911,2236,paperclip,een deur mee openen,deur openen,open door,3,3
29683,CES201911,2255,paperclip,deur mee openen ,deur openen,open door,3,3
30649,CES201911,2294,paperclip,deur openen,deur openen,open door,3,3
31893,CES201911,2345,paperclip,om een deur te openene,deur openen,open door,3,3
24966,CES201911,2035,paperclip,deur openenr,deur opener,door opener,3,3
27894,CES201911,2174,paperclip,deur openhouden,deur openhouden,keep door open,3,4
28354,CES201911,2189,paperclip,deur openmaken,deur openmaken,open door,3,3
28885,CES201911,2206,paperclip,deur openmaken ,deur openmaken,open door,3,3
30426,CES201911,2281,paperclip,Een deur openmaken,deur openmaken,open door,3,3
31419,CES201911,2323,paperclip,deur openmaken,deur openmaken,open door,3,3
32049,CES201911,2353,paperclip,deuren mee open maken,deuren open,doors open,3,3
29010,CES201911,2213,paperclip,iets om deuren mee te openen,deuren openen,open doors,3,3
31860,CES201911,2342,paperclip,deuren openen,deuren openen,open doors,3,3
29003,CES201911,2212,paperclip,deuren openmaken,deuren openmaken,open doors,3,3
28878,CES201911,2205,paperclip,Deuropener,deuropener,door opener,3,3
28619,CES201911,2195,paperclip,deurslot kraken,deurslot kraken,cracking door lock,3,3
31320,CES201911,2320,paperclip,deurslot open maken,deurslot open,door lock open,3,3
23590,CES201911,1964,paperclip,df,df,df,0,0
23680,CES201911,1988,paperclip,dgh,dgh,dgh,0,0
31545,CES201911,2325,paperclip,iets dichtmaken,dichtmaken,close,2,4
29636,CES201911,2250,paperclip,dichtmaken van verpakkingen,dichtmaken verpakkingen,sealing packages,2,4
28024,CES201911,2178,paperclip,dingen bekrassen,dingen bekrassen,scratch things,3,4
32364,CES201911,2367,paperclip,dingen bevestigen,dingen bevestigen,confirm things,2,4
29638,CES201911,2250,paperclip,dingen mee dichtbinden/bij elkaar houden,dingen dichtbinden elkaar houden,tying things together to keep them together,2,4
29213,CES201911,2222,paperclip,om dingen bij elkaar te binden ,dingen elkaar binden,tie things together,2,4
27139,CES201911,2138,paperclip,dingen bij elkaar te houden,dingen elkaar houden,things hold together,2,4
28160,CES201911,2182,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,2,4
30646,CES201911,2294,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,2,4
31947,CES201911,2348,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,2,4
32499,CES201911,2374,paperclip,dingen bij elkaar houden,dingen elkaar houden,things hold together,2,4
32116,CES201911,2356,paperclip,dingen aan elkaar vast maken ,dingen elkaar vast,things stick together,2,4
31631,CES201911,2332,paperclip,dingen aan elkaar vastmaken,dingen elkaar vastmaken,attaching things together,2,4
29640,CES201911,2250,paperclip,dingen ergens doorheen steken,dingen ergens doorheen steken,sticking things through something,2,4
30557,CES201911,2288,paperclip,dingen mee lek prikken,dingen lek prikken,puncturing things,2,4
29319,CES201911,2228,paperclip,dingen aan ophangen\,dingen ophangen,hanging things,2,4
30439,CES201911,2281,paperclip,dingen aan ophangen ,dingen ophangen,hanging things,2,4
31632,CES201911,2332,paperclip,dingen/papieren bij elkaar houden,dingen papieren elkaar houden,things papers hold together,1,4
30430,CES201911,2281,paperclip,dingen mee repareren ,dingen repareren,fix things,3,3
31861,CES201911,2342,paperclip,je kan er mee dingen scheuren,dingen scheuren,tearing things,3,4
29318,CES201911,2228,paperclip,dingen mee vast maken,dingen vast,things fixed,2,4
25147,CES201911,2046,paperclip,dingen vast maken aan elkaar,dingen vast elkaar,things stuck together,2,4
29008,CES201911,2213,paperclip,dingen vasthouden,dingen vasthouden,hold things,2,4
28157,CES201911,2182,paperclip,dingen vastmaken,dingen vastmaken,fasten things,2,4
31791,CES201911,2331,paperclip,dingen vastzetten,dingen vastzetten,pin things down,2,4
31862,CES201911,2342,paperclip,dingen verbinden,dingen verbinden,connecting things,2,4
27450,CES201911,2156,paperclip,dingen wegschieten,dingen wegschieten,shooting things away,3,3
28958,CES201911,2209,paperclip,dingetjes uit kleine gaatjes pulken,dingetjes kleine gaatjes pulken,picking little holes,3,4
32412,CES201911,2370,paperclip,dirigenten stok,dirigenten stok,conductor's baton,5,4
26449,CES201911,2106,paperclip,om documenten bij elkaar te houden,documenten elkaar houden,documents together,1,4
28921,CES201911,2207,paperclip,documenten mee vast te binden,documenten vast binden,tie up documents,1,4
25836,CES201911,2078,paperclip,documents ,documents,documents,1,4
26109,CES201911,2093,paperclip,documents,documents,documents,1,4
24087,CES201911,2001,paperclip,dompel het in verf en gebruik het als een kleine kwast,dompel verf gebruik kleine kwast,dip paint use small brush,4,3
29476,CES201911,2243,paperclip,doorprikken,doorprikken,puncture,2,4
25416,CES201911,2059,paperclip,doorprikken lijmfesje,doorprikken lijmflesje,puncture glue bottle,2,4
28364,CES201911,2189,paperclip,doos met plakband erop openmaken,doos plakband erop openmaken,open box of tape on it,2,4
31511,CES201911,2327,paperclip,draadje,draadje,thread,2,3
28954,CES201911,2209,paperclip,draden leiden naar tafel ,draden leiden tafel,wires lead table,2,3
27141,CES201911,2138,paperclip,draden van opladers uit elkaar houden,draden opladers elkaar houden,wires chargers hold together,2,4
29055.1,CES201911,2214,paperclip,dun staafje voor het indrukken van een resetknop van een elektronisch apparaat (mobiel,dun staafje indrukken resetknop elektronisch apparaat (mobiel,thin rod press reset button electronic device (mobile,3,4
23562,CES201911,1952,paperclip,earring,earring,earring,3,4
29124,CES201911,2219,paperclip,als elastiek,elastiek,elastic,3,3
30438,CES201911,2281,paperclip,als elastiek...,elastiek...,elastic...,3,3
31494,CES201911,2324,paperclip,als elastiekje gebruiken,elastiekje,rubber band,3,3
31640,CES201911,2332,paperclip,een elatiekjes houder,elastiekjes houder,rubber band holder,3,4
29734,CES201911,2259,paperclip,elektrischiteit,elektriciteit,electricity,2,4
27537,CES201911,2162,paperclip,electriciteit geleiden,elektriciteit geleiden,conduct electricity,2,4
28944,CES201911,2208,paperclip,electriciteit geleiden,elektriciteit geleiden,conduct electricity,2,4
29735,CES201911,2259,paperclip,elektriciteit geleiden,elektriciteit geleiden,conduct electricity,2,4
26806,CES201911,2127,paperclip,elektriciteit geleider,elektriciteit geleider,electricity conductor,2,4
31831,CES201911,2339,paperclip,electriciteit geleider',elektriciteit geleider,electricity conductor,2,4
28967,CES201911,2210,paperclip,iets mee aan elkaar maken,elkaar,together,2,4
27884,CES201911,2174,paperclip,bij elkaar binden,elkaar binden,bind together,2,4
27692.1,CES201911,2168,paperclip,uit elkaar buigen,elkaar buigen,bend together,2,5
28969,CES201911,2210,paperclip,uit elkaar buigen tot het breekt,elkaar buigen breekt,bending together breaks,2,5
29043,CES201911,2215,paperclip,uit elkaar halen,elkaar halen,get together,2,5
29064,CES201911,2216,paperclip,uit elkaar halen en als ijzerdraad gebruiken,elkaar halen ijzerdraad,pull together iron wire,2,5
29480,CES201911,2243,paperclip,bij elkaar houden,elkaar houden,keep together,2,4
30833,CES201911,2303,paperclip,om iets bij elkaar te houden,elkaar houden,keep together,2,4
28357,CES201911,2189,paperclip,bij elkaar houden van bh bandjes,elkaar houden bh bandjes,hold bra straps together,3,4
28356,CES201911,2189,paperclip,bij elkaar houden van papier,elkaar houden papier,hold paper together,1,4
27154,CES201911,2140,paperclip,bij elkaar houden van papieren,elkaar houden papieren,holding papers together,1,4
29987,CES201911,2267,paperclip,bij elkaar houden van stof,elkaar houden stof,hold dust together,2,4
27553,CES201911,2163,paperclip,aan elkaar maken als ketting,elkaar ketting,together chain,3,4
27751,CES201911,2171,paperclip,aan elkaar kunne ze een ketting vormen,elkaar ketting vormen,form chain together,3,4
28653,CES201911,2197,paperclip,iets aan elkaar rijgen,elkaar rijgen,string together,3,4
31974,CES201911,2349,paperclip,om iets aan elkaar te reigen,elkaar rijgen,string together,3,4
29215,CES201911,2222,paperclip,je kunt ze aan elkaar rijgen als een ketting of slinger,elkaar rijgen ketting slinger,string together chain garland,3,4
29087,CES201911,2217,paperclip,iets aan elkaar vast maken,elkaar vast,fixed together,2,4
28950,CES201911,2208,paperclip,iets aan elkaar vastmaken,elkaar vastmaken,attach together,2,4
28324,CES201911,2188,paperclip,aan elkaar vastmaken en een beeld ervan maken,elkaar vastmaken beeld ervan,attaching together image of it,3,3
26425,CES201911,2104,paperclip,uit elkaar vouwen en als boekenlegger gebruiken,elkaar vouwen boekenlegger,fold together bookmark,3,5
26426,CES201911,2104,paperclip,uit elkaar vouwen en hem als hanger gebruiken,elkaar vouwen hanger,fold together pendant,3,3
26429,CES201911,2104,paperclip,uit elkaar vouwen en gebruiken als kwast (om mee te verven) ,elkaar vouwen kwast,fold together tassel,3,4
26427,CES201911,2104,paperclip,uit elkaar vouwen en gebruiken om je simkaart uit je mobiel te halen,elkaar vouwen simkaart mobiel halen,fold SIM card get mobile phone,3,4
31734,CES201911,2330,paperclip,om iets ergens af te krabben,ergens af krabben,scratch something,3,4
28977,CES201911,2210,paperclip,gebruiken om iets aan te maken dat je ergens doorheen moet reigen,ergens doorheen rijgen,thread through something,3,4
28979,CES201911,2210,paperclip,ergens gaatjes in maken,ergens gaatjes,holes somewhere,2,4
29807,CES201911,2261,paperclip,ergens iets uit te halen,ergens halen,get it somewhere,2,4
28890,CES201911,2206,paperclip,om ergens iets in te kerven ,ergens kerven,carve somewhere,2,4
24993,CES201911,2034,paperclip,ergens aan krabben,ergens krabben,scratch somewhere,2,4
30559,CES201911,2288,paperclip,ergens iets in krassen,ergens krassen,scratch somewhere,2,4
29055.3,CES201911,2214,paperclip, et,et,et,0,0
30769,CES201911,2299,paperclip,voor eten bewaren,eten bewaren,store food,2,2
27746,CES201911,2171,paperclip,etui haak,etui haak,case hook,3,4
30390,CES201911,2278,paperclip,etui opvullen,etui opvullen,fill case,3,4
28974,CES201911,2210,paperclip,aan je etui maken als ritssluiting,etui ritssluiting,pouch zipper,3,4
26114,CES201911,2093,paperclip,exam,exam,exam,0,0
23679,CES201911,1988,paperclip,fdzgfghb,fdzgfghb,fdzgfghb,0,0
29006,CES201911,2212,paperclip,je fiets versieren,fiets versieren,decorate bicycle,4,3
30650,CES201911,2294,paperclip,figuren maken,figuren,figures,3,3
28853,CES201911,2204,paperclip,figures,figures,figures,3,3
32494,CES201911,2374,paperclip,figuurtje van maken,figuurtje,figure,3,3
27663,CES201911,2167,paperclip,figuurtjes maken,figuurtjes,figures,3,3
29226,CES201911,2223,paperclip,figuurtjes maken,figuurtjes,figures,3,3
31696,CES201911,2333,paperclip,figuurtjes van maken,figuurtjes,figures,3,3
32468,CES201911,2373,paperclip,figuurtjes mee maken,figuurtjes,figures,3,3
30558,CES201911,2288,paperclip,figuurtjes van kneden,figuurtjes kneden,mold figures,3,3
32496,CES201911,2374,paperclip,figuurtjes mee tekenen in zachte oppervlakten,figuurtjes tekenen zachte oppervlakten,figures draw soft surfaces,3,3
24082,CES201911,2001,paperclip,fijn stof uit kleine gaatjes halen,fijn stof kleine gaatjes halen,fine dust to get small holes,3,4
31064,CES201911,2313,paperclip,fixing something,fixing something,fixing something,2,3
25421,CES201911,2059,paperclip,flesopener,flesopener,bottle opener,4,3
29015,CES201911,2213,paperclip,flessendop,flessendop,bottle cap,4,3
31068,CES201911,2313,paperclip,for disguising at parties: outfit,for disguising at parties: outfit,for disguising at parties: outfit,5,3
31069,CES201911,2313,paperclip,for some sports ,for some sports,for some sports,3,1
28849,CES201911,2204,paperclip,formal,formal,formal,1,1
28856,CES201911,2204,paperclip,forming,forming,forming,3,1
29471,CES201911,2243,paperclip,fotos,foto's,photos,2,4
31322,CES201911,2320,paperclip,fotos op een bord te hangen,foto's bord hangen,hang photos on board,2,4
27223,CES201911,2146,paperclip,foto's op te hangen,foto's hangen,photos hanging,2,4
30836,CES201911,2303,paperclip,om fotos op te hangen aan een rek,foto's hangen rek,photos hang on rack,2,4
30158,CES201911,2271,paperclip,fotos inzetten,foto's inzetten,insert photos,2,4
27173,CES201911,2142,paperclip,foto's aan ophangen,foto's ophangen,hang up photos,2,4
30380,CES201911,2278,paperclip,foto's ophangen,foto's ophangen,hang up photos,2,4
27180,CES201911,2141,paperclip,foto's ophangen aan touwtje,foto's ophangen touwtje,hanging pictures string,2,4
24165,CES201911,2004,paperclip,foto's of papiertjes ophangen aan een touwtje,foto's papiertjes ophangen touwtje,"hang up photos, pieces of paper, string",2,4
