research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater01,utility_rater01
CES201606,1732,44,book,Brandmateriaal,brandmateriaal,burning material,2,4
CES201606,1285,29,book,brandstof (open haard),brandstof,fuel,2,4
CES201606,2035,49,book,brandstof,brandstof,fuel,2,4
CES201606,1686,43,book,brandstof om het vuur mee aan te houden,brandstof vuur houden,fuel keep fire,2,4
CES201606,741,19,book,om iemand iets bij te brengen/leren,brengen leren,impart learning,1,5
CES201606,1877,46,book,bureau,bureau,desk,4,3
CES201606,970,23,book,als cadeau verpakking,cadeau verpakking,gift packaging,4,5
CES201606,1350,30,book,cd/dvd s[eler met luisterdvd,cd dvd speler luister dvd,CD DVD player listen DVD,0,0
CES201606,209,12,book,decoratie,decoratie,decoration,2,4
CES201606,347,14,book,als decoratie gebruiken (bijv in je boekenkast),decoratie,decoration,2,4
CES201606,499,16,book,decoratie,decoratie,decoration,2,4
CES201606,653,18,book,als decoratie in de kamer ,decoratie kamer,decoration room,2,4
CES201606,1995,48,book,decoratie in kast,decoratie kast,decoration cupboard,2,4
CES201606,1199,27,book,deurstop,deurstop,doorstop,2,4
CES201606,1525,38,book,deurstopper,deurstopper,door stopper,2,4
CES201606,1731,44,book,Deurstopper,deurstopper,door stopper,2,4
CES201606,1869,46,book,deurstopper,deurstopper,door stopper,2,4
CES201606,1937,47,book,deurstop,deurstopper,door stopper,2,4
CES201606,2033,49,book,deurstopper,deurstopper,door stopper,2,4
CES201606,862,20,book,dingen aantonen,dingen aantonen,prove things,1,5
CES201606,344,14,book,je kunt er dingen in opschrijven,dingen opschrijven,write things down,1,5
CES201606,1458,36,book,domino mee spelen,domino spelen,play dominoes,4,5
CES201606,745,19,book,om doorheen te bladeren ,doorheen bladeren,browse through,1,5
CES201606,2095,50,book,dun boek: als vliegenmepper,dun boek vliegenmepper,thin book fly swatter,2,4
CES201606,1342,30,book,ereader,ereader,ereader,0,0
CES201606,861,20,book,erin markeren,erin markeren,mark in it,1,5
CES201606,863,20,book,ernaar verwijzen,ernaar verwijzen,refer to it,1,5
CES201606,851,20,book,erop staan als opstapje,erop staan opstapje,stand on it as step,2,4
CES201606,341,14,book,eruit lezen,eruit lezen,read from it,1,5
CES201606,864,20,book,eruit een liedje zingen,eruit liedje zingen,sing song out of it,1,5
CES201606,1353,30,book,film,film,movie,2,3
CES201606,750,19,book,als gatdichtstopper,gat dicht stoppen,plug hole,4,3
CES201606,1688,43,book,gat er in snijden zodat het een geheime opslag wordt,gat snijden zodat geheime opslag,cut hole so that secret storage,3,5
CES201606,2036,49,book,een geheimvak van knutselen,geheim vak knutselen,secret craft crafting,3,5
CES201606,654,18,book,om een geheime verstop plek in te maken ,geheime verstop plek,secret hiding place,3,5
CES201606,343,14,book,geluid mee maken,geluid,sound,3,3
CES201606,497,16,book,gewicht,gewicht,weight,2,4
CES201606,561,17,book,gooien,gooien,throw,2,4
CES201606,748,19,book,om mee te gooien,gooien,throw,2,4
CES201606,1941.2,47,book, gooien,gooien,throw,2,4
CES201606,1798,45,book,gordijn,gordijn,curtain,5,3
CES201606,850,20,book,hard dichtklappen als statement,hard dichtklappen statement,hard clapping statement,2,4
CES201606,966,23,book,hoed,hoed,hat,4,2
CES201606,1486,37,book,hoed,hoed,hat,4,2
CES201606,2118.2,51,book, van hoed tot kladpapier,hoed kladpapier,hat scrap paper,4,2
CES201606,742,19,book,als hoedje op je hoofd,hoedje hoofd,hat head,4,2
CES201606,2113.2,51,book, in een hoek,hoek,corner,1,3
CES201606,1643,42,book,gebruiken om iets op te hogen,hogen,high,2,3
CES201606,749,19,book,als hoofdonderlegger,hoofd onderlegger,main base,3,3
CES201606,849,20,book,iemand op het hoofd slaan,hoofd slaan,hit head,2,4
CES201606,2114,51,book,op je hoofd tegen de zon,hoofd tegen zon,head against sun,4,3
CES201606,206,12,book,hoofddeksel,hoofddeksel,headgear,4,2
CES201606,571,17,book,een huis van boeken bouwen,huis boeken bouwen,building house books,4,3
CES201606,1942,47,book,huis te bouwen voor barbies,huis bouwen barbies,house building barbies,5,4
CES201606,572,17,book,een hut van boeken bouwen,hut boeken bouwen,building hut books,4,4
CES201606,1564,39,book,inspiratie op te doen,inspiratie,inspiration,1,5
CES201606,656,18,book,om jezelf te slaan ,jezelf slaan,hit yourself,2,3
CES201606,568,17,book,jongleren,jongleren,juggling,4,3
CES201606,2113.1,51,book,een kartonnen plank,kartonnen plank,cardboard shelf,4,3
CES201606,856,20,book,in de kast zetten,kast zetten,put in cupboard,1,5
CES201606,659,18,book,om kasten te vullen ,kasten vullen,filling cupboards,1,5
CES201606,1997,48,book,kinderhuisje bouwen,kinderhuisje bouwen,build children's house,4,4
CES201606,500,16,book,kladboek,kladboek,scrapbook,1,5
CES201606,740,19,book,om een kleur mee uit te leggen,kleur leggen,lay color,2,5
CES201606,747,19,book,om uit te knippen,knippen,cut,2,5
CES201606,2093,50,book,koelte toewuiven,koelte toewuiven,fan cool,2,5
CES201606,854,20,book,kopen,kopen,buy,1,5
CES201606,1349,30,book,krijtbord ,krijtbord,chalkboard,5,2
CES201606,1644,42,book,als krukje gebruiken,krukje,stool,3,3
CES201606,1789,45,book,kunst,kunst,art,3,3
CES201606,1939,47,book,kunst om aan de muur te hangen,kunst muur hangen,art wall hanging,3,3
CES201606,1563,39,book,als kunst neerzetten,kunst neerzetten,create art,3,3
CES201606,1642,42,book,als kussen gebruiken ,kussen,pillow,3,3
CES201606,1874,46,book,kussen,kussen,pillow,3,3
CES201606,2098,50,book,of een L,l,l,0,0
CES201606,1456,36,book,labyrinth mee bouwen,labyrint bouwen,build labyrinth,4,3
CES201606,1201,27,book,ladder,ladder,ladder,5,2
CES201606,1348,30,book,laptop,laptop,Laptop,0,0
CES201606,1240,28,book,uit te leren,leren,learn,1,5
CES201606,2091,50,book,leuke toren mee bouwen,leuke toren bouwen,build nice tower,3,4
CES201606,651,18,book,om te lezen ,lezen,read,1,5
CES201606,737,19,book,om te lezen,lezen,read,1,5
CES201606,845,20,book,lezen,lezen,read,1,5
CES201606,1239,28,book,uit te lezen,lezen,read,1,5
CES201606,1399,35,book,lezen,lezen,read,1,5
CES201606,1559,39,book,lezen,lezen,read,1,5
CES201606,1993,48,book,lezen,lezen,read,1,5
CES201606,1155,26,book,lijmen aan de muur als decoratie,lijmen muur decoratie,gluing wall decoration,3,3
CES201606,1402,35,book,losse papiertjes vastleggen,losse papiertjes vastleggen,capture loose papers,1,5
CES201606,1796,45,book,luier,luier,diaper,5,2
CES201606,739,19,book,mooi voor de sier in kamer,mooi sier kamer,beautiful ornamental room,2,4
CES201606,1871,46,book,moordwapen,moordwapen,murder weapon,3,3
CES201606,1873,46,book,muismat,muismat,mouse pad,3,5
CES201606,658,18,book,om een muur mee te bouwen ,muur bouwen,building wall,3,3
CES201606,1526,38,book,muurplank,muurplank,wall shelf,3,3
CES201606,968.1,23,book,muziek maken,muziek,music,3,4
CES201606,566,17,book,niet lezen,niet lezen,don't read,1,5
CES201606,738,19,book,als onderlegger voor iets,onderlegger,underlay,2,4
CES201606,205,12,book,onderzetter,onderzetter,coaster,2,4
CES201606,261,13,book,onderzetter,onderzetter,coaster,2,4
CES201606,345,14,book,gebruiken als onderzetter,onderzetter,coaster,2,4
CES201606,426,15,book,onderzetter,onderzetter,coaster,2,4
CES201606,496,16,book,onderzetter,onderzetter,coaster,2,4
CES201606,963,23,book,onderzetter,onderzetter,coaster,2,4
CES201606,1052,24,book,onderzetter,onderzetter,coaster,2,4
CES201606,1103,25,book,onderzetter,onderzetter,coaster,2,4
CES201606,1287,29,book,onderzetter,onderzetter,coaster,2,4
CES201606,1455,36,book,onderzetter,onderzetter,coaster,2,4
CES201606,1485,37,book,onderzetter,onderzetter,coaster,2,4
CES201606,1523,38,book,onderzetter,onderzetter,coaster,2,4
CES201606,1689,43,book,onderzetter,onderzetter,coaster,2,4
CES201606,1938,47,book,onderzetter,onderzetter,coaster,2,4
CES201606,2097,50,book,openhouden en zo een V vormen,openhouden v vormen,keep open to form v,3,4
CES201606,565,17,book,opeten,opeten,eat,4,1
CES201606,1241,28,book,opgavenboek,opgavenboek,exercise book,1,5
CES201606,564,17,book,opgraven,opgraven,dig up,4,3
CES201606,425,15,book,ophoging voor je computer,ophoging computer,increase computer,2,4
CES201606,1940,47,book,ophoging voor laptop,ophoging laptop,raising laptop,2,4
CES201606,1400,35,book,opstapelen voor verhoging,opstapelen verhoging,pile up increase,2,4
CES201606,346,14,book,gebruiken als opstapje,opstapje,stepping stone,2,4
CES201606,431,15,book,opvulling van de kast,opvulling kast,padding cupboard,1,5
CES201606,1793,45,book,origami,origami,origami,3,4
CES201606,847,20,book,pagina's uitscheuren en als confetti uit het raam gooien,pagina s uitscheuren confetti raam gooien,tearing out pages throwing confetti window,3,4
CES201606,2116,51,book,pannenonderzetter,pannen onderzetter,pan coaster,3,3
CES201606,2118.1,51,book,papier kun je voor vanalles gebruiken,papier kun,paper can,1,3
CES201606,1401,35,book,op papier leggen voor gladstrijken,papier leggen gladstrijken,laying paper smoothing,1,5
CES201606,1151,26,book,papier bij wijze van stressvermindering scheuren,papier wijze stressvermindering scheuren,paper wise stress reduction tearing,3,4
CES201606,1794,45,book,papiersnippers voor in de surprise,papiersnippers surprise,paper shreds surprise,3,4
CES201606,263,13,book,als paraplu tegen de regen,paraplu tegen regen,umbrella against rain,4,3
CES201606,1943.1,47,book,parasol,parasol,Beach umbrella,4,2
CES201606,1347,30,book,pc,pc,pc,0,0
CES201606,1992,48,book,als pers om iets glad te krijgen,pers glad krijgen,get press smooth,1,5
CES201606,1104,25,book,plankje aan de muur,plankje muur,shelf wall,3,4
CES201606,1343,30,book,radio met dj die verhalen vertelt,radio dj verhalen vertelt,radio DJ tells stories,0,0
CES201606,570,17,book,het ruilen tegen iets leuks,ruilen tegen leuks,exchange for something nice,2,4
CES201606,1791,45,book,ruimte opvulling,ruimte opvulling,space filling,2,4
CES201606,2094,50,book,ruiten mee ingooien,ruiten ingooien,smashing windows,2,4
CES201606,1153,26,book,scheiding voor in een kast,scheiding kast,separation cupboard,2,5
CES201606,1100,25,book,schrift,schrift,writing,1,5
CES201606,1734,44,book,Schrift,schrift,writing,1,5
CES201606,1344,30,book,schrift met pen,schrift pen,writing pen,1,5
CES201606,569,17,book,er in schrijven,schrijven,write,1,5
CES201606,752,19,book,om in te schrijven,schrijven,write,1,5
CES201606,848,20,book,schrijven,schrijven,write,1,5
CES201606,1994,48,book,om in te schrijven,schrijven,write,1,5
CES201606,1872,46,book,seksspeeltje,seksspeeltje,sex toy,5,1
CES201606,1797,45,book,chag draaie,shag draaien,rolling shag,3,4
CES201606,2120,51,book,voor de sier in huis,sier huis,ornamental house,1,5
CES201606,857,20,book,als sierobject in de kamer leggen,sierobject kamer leggen,place decorative object in room,1,5
CES201606,575,17,book,er sigaretten van draaien,sigaretten draaien,rolling cigarettes,3,4
CES201606,428,15,book,je kan er iemand mee slaan,slaan,beat,2,4
CES201606,655,18,book,om iemand mee te slaan ,slaan,beat,2,4
CES201606,1238,28,book,iemand mee slaan,slaan,beat,2,4
CES201606,1560,39,book,slaan,slaan,beat,2,4
CES201606,1640,42,book,Slaan,slaan,beat,2,4
CES201606,968.2,23,book, een soort trommel is het,soort trommel,kind of drum,3,4
CES201606,743,19,book,om mee te spelen ,spelen,play,2,4
CES201606,262,13,book, een stapel boeken als nachtkastje,stapel boeken nachtkastje,stack of books bedside table,3,4
CES201606,1453,36,book,Stapels mee bouwen,stapels bouwen,building stacks,2,4
CES201606,495,16,book,steun voor meubels,steun meubels,support furniture,2,4
CES201606,652,18,book,als steun pilaar ,steun pilaar,support pillar,4,4
CES201606,1150,26,book,steuntje voor meubelen,steuntje meubelen,furniture support,2,4
CES201606,661,18,book,een stoel van maken,stoel,chair,3,3
CES201606,1101,25,book,stoel,stoel,chair,3,3
CES201606,1875,46,book,stoel,stoel,chair,3,3
CES201606,573,17,book,een stoel van boeken bouwen,stoel boeken bouwen,building chair books,3,3
CES201606,1792,45,book,stoer doen met een boekenkast,stoer boekenkast,cool bookcase,1,5
CES201606,860,20,book,studeren,studeren,study,1,5
CES201606,1102,25,book,tafel,tafel,table,3,3
CES201606,657,18,book,om een tafel mee te bouwen ,tafel bouwen,build table,3,3
CES201606,969,23,book,om de tafel niet schuin te karten staan,tafel niet schuin karten staan,table should not be tilted,2,4
CES201606,1790,45,book,tafel ophogen,tafel ophogen,raise table,3,4
CES201606,1200,27,book,om de tafelpoten gelijk te krijgen,tafelpoten gelijk krijgen,align table legs,3,4
CES201606,427,15,book,tafeltennisbadje,tafeltennis badje,table tennis pool,5,4
CES201606,1242,28,book,in tekenen,tekenen,draw,1,5
CES201606,753,19,book,ter inspiratie,ter inspiratie,inspirational,1,5
CES201606,751,19,book,ter opvulling van koffer ,ter opvulling koffer,fill suitcase,3,3
CES201606,1352,30,book,theater,theater,theater,3,3
CES201606,207,12,book,trappetje,trappetje,stairs,2,3
CES201606,429,15,book,je kan er op trommelen,trommelen,drumming,3,4
CES201606,1105,25,book,tunnel,tunnel,tunnel,3,2
CES201606,1346,30,book,tv,tv,TV,0,0
CES201606,1345,30,book,typemachinen met papier,typemachine papier,typewriter paper,0,0
CES201606,1351,30,book,uitbeelden,uitbeelden,portray,3,2
CES201606,1996,48,book,uitspaken verzamelen,uitspraken verzamelen,collect statements,1,5
CES201606,562,17,book,vangen,vangen,catch,2,3
CES201606,846,20,book,verbranden,verbranden,burn,2,4
CES201606,351,14,book,verbranden in de kachel (als hout),verbranden kachel,burning stove,2,4
CES201606,2092.2,50,book, drie en verder.  Trapje voor de poes.,verder trapje poes,further stairs cat,3,4
CES201606,1107,25,book,verduisteraar,verduisteraar,blinds,4,3
CES201606,965,23,book,verfdoek,verfdoek,paint cloth,4,2
CES201606,1202,27,book,verfrommelde papieren glad strijken,verfrommelde papieren glad strijken,smoothing out crumpled papers,1,5
CES201606,967,23,book,verhoging,verhoging,elevation,2,4
CES201606,1524,38,book,verhoging,verhoging,elevation,2,4
CES201606,1733,44,book,Verhoging,verhoging,elevation,2,4
CES201606,2115,51,book,als verhoging van iets,verhoging,elevation,2,4
CES201606,349,14,book,als verkoeler (wapperen met die bladeren),verkoelen,cool down,3,4
CES201606,853,20,book,verkopen,verkopen,sell,1,5
CES201606,567,17,book,verscheuren,verscheuren,tear up,2,3
CES201606,348,14,book,om iets in te verstoppen (bijv een briefje of een kauwgompje),verstoppen,hide,3,5
CES201606,1152,26,book,om in te verven,verven,paint,2,5
CES201606,858,20,book,verzamelen,verzamelen,collect,1,5
CES201606,2037,49,book,vliegenmepper,vliegenmepper,fly swatter,3,4
CES201606,1687,43,book,vliegtuigjes vouwen,vliegtuigjes vouwen,folding airplanes,2,4
CES201606,660,18,book,om vuur mee te maken ,vuur,firework,2,4
CES201606,1203,27,book,vuur mee maken,vuur,firework,2,4
CES201606,1788,45,book,vuur,vuur,firework,2,4
CES201606,1561,39,book,om vuur aan te houden,vuur houden,keep fire,2,4
CES201606,2034,49,book,waaier,waaier,fan,3,4
CES201606,342,14,book,gebruiken als wapen (er mee gooien)\,wapen,weapon,2,3
CES201606,1283,29,book,wapen,wapen,weapon,2,3
CES201606,1941.1,47,book,als wapen,wapen,weapon,2,3
CES201606,2119,51,book,wapperen als waaier,wapperen waaier,fluttering fan,3,4
CES201606,211,12,book,wcpapier,wc papier,toilet paper,3,4
CES201606,1286,29,book,wc papier,wc papier,toilet paper,3,4
CES201606,1691,43,book,wc papier,wc papier,toilet paper,3,4
CES201606,1795,45,book,wc papier,wc papier,toilet paper,3,4
CES201606,1870,46,book,wc papier,wc papier,toilet paper,3,4
CES201606,2090,50,book,als het wc-papier op is gebruiken,wc papier,toilet paper,3,4
CES201606,1690,43,book,wiebelende tafel mee rechtzetten,wiebelende tafel rechtzetten,straighten wobbly table,2,4
CES201606,1106,25,book,wikkel,wikkel,wrap,3,3
CES201606,1484,37,book,zakdoek,zakdoek,handkerchief,3,4
CES201606,1641,42,book,op zitten,zitten,sit,3,3
